,Unnamed: 0,id,place_name,address_name,road_address_name,phone,category_group_name,category_name,place_url,naver_keyword,naver_map_url
32,32,1182434312,제이히든하우스,서울 종로구 종로6가 94,서울 종로구 종로 269-4,02-744-1915,카페,음식점 > 카페,http://place.map.kakao.com/1182434312,제이히든하우스,https://m.place.naver.com/restaurant/1023401640
33,33,1154343797,한옥찻집,서울 종로구 관훈동 64,서울 종로구 인사동12길 9,,카페,음식점 > 카페 > 전통찻집,http://place.map.kakao.com/1154343797,한옥찻집,https://m.place.naver.com/restaurant/1764065667
34,34,971978748,로코랩,서울 종로구 수송동 46-13,서울 종로구 율곡로4길 51,02-3210-3258,카페,음식점 > 카페,http://place.map.kakao.com/971978748,로코랩,https://m.place.naver.com/restaurant/1473374967
35,35,517442171,결,서울 종로구 공평동 17,서울 종로구 우정국로 26,02-6370-5840,카페,음식점 > 카페,http://place.map.kakao.com/517442171,결,https://m.place.naver.com/restaurant/1084312804
36,36,15815825,mk2,서울 종로구 창성동 122-2,서울 종로구 자하문로10길 17,,카페,음식점 > 카페,http://place.map.kakao.com/15815825,mk2,https://m.place.naver.com/restaurant/19866844
37,37,630916358,동백양과점 익선점,서울 종로구 익선동 166-73,서울 종로구 수표로28길 17-24,02-3144-0429,카페,음식점 > 카페 > 커피전문점,http://place.map.kakao.com/630916358,동백양과점 익선점,https://m.place.naver.com/restaurant/1387480043
38,38,9544927,클럽에스프레소,서울 종로구 부암동 257-1,서울 종로구 창의문로 132,02-764-8719,카페,음식점 > 카페 > 커피전문점,http://place.map.kakao.com/9544927,클럽에스프레소,https://m.place.naver.com/restaurant/11694272
39,39,1041123432,애즈라이크,서울 종로구 통의동 7-33,서울 종로구 효자로7길 23,02-722-9994,카페,음식점 > 카페,http://place.map.kakao.com/1041123432,애즈라이크,https://m.place.naver.com/restaurant/1580576074
40,40,1711700322,밀크홀1937 종로점,서울 종로구 종로2가 71-5,서울 종로구 종로 86-1,070-8801-1937,카페,음식점 > 카페,http://place.map.kakao.com/1711700322,밀크홀1937 종로점,https://m.place.naver.com/restaurant/1928789154
41,41,1742096339,카페온화 익선점,서울 종로구 익선동 166-39,서울 종로구 수표로28길 21-10,,카페,음식점 > 카페,http://place.map.kakao.com/1742096339,카페온화 익선점,https://m.place.naver.com/restaurant/1360232609
42,42,855621421,호텔세느장,서울 종로구 낙원동 122,서울 종로구 돈화문로11길 28-5,02-766-8211,카페,음식점 > 카페 > 테마카페 > 디저트카페,http://place.map.kakao.com/855621421,호텔세느장,https://m.place.naver.com/restaurant/1735045626
43,43,26964717,코피티암커피 경복궁점,서울 종로구 통의동 35-29,서울 종로구 자하문로4길 7,070-7670-8837,카페,음식점 > 카페,http://place.map.kakao.com/26964717,코피티암커피 경복궁점,https://m.place.naver.com/restaurant/36547723
44,44,8105618,커피스트,서울 종로구 신문로2가 1-335,서울 종로구 경희궁길 39,02-725-5557,카페,음식점 > 카페 > 커피전문점,http://place.map.kakao.com/8105618,커피스트,https://m.place.naver.com/restaurant/11864493
45,0,1709558766,호랑이,서울 중구 산림동 207-2,서울 중구 을지로 157,02-2269-5880,카페,음식점 > 카페,http://place.map.kakao.com/1709558766,호랑이,https://m.place.naver.com/restaurant/1386833963
46,1,87323834,더스팟 패뷸러스,서울 중구 명동2가 105,서울 중구 명동2길 22,02-779-1981,카페,음식점 > 카페 > 커피전문점,http://place.map.kakao.com/87323834,더스팟 패뷸러스,https://m.place.naver.com/restaurant/181633326
47,2,243733683,덕수궁 리에제와플,서울 중구 태평로2가 365,서울 중구 덕수궁길 5,02-318-5202,카페,음식점 > 카페,http://place.map.kakao.com/243733683,덕수궁 리에제와플,https://m.place.naver.com/restaurant/21627288
48,3,1198183678,커피앤시가렛,서울 중구 서소문동 75-95,서울 중구 서소문로 116,02-777-7557,카페,음식점 > 카페,http://place.map.kakao.com/1198183678,커피앤시가렛,https://m.place.naver.com/restaurant/1547453593
49,4,253560122,커피루소 정동점,서울 중구 정동 17-4,서울 중구 정동길 17,02-772-9935,카페,음식점 > 카페,http://place.map.kakao.com/253560122,커피루소 정동점,https://m.place.naver.com/restaurant/38238621
50,5,1769574951,더하우스1932,서울 중구 만리동1가 62-16,서울 중구 만리재로35길 7,02-365-1932,카페,음식점 > 카페,http://place.map.kakao.com/1769574951,더하우스1932,https://m.place.naver.com/restaurant/1085431656
51,6,1440347564,커피한약방,서울 중구 을지로2가 101-34,서울 중구 삼일대로12길 16-6,070-4148-4242,카페,음식점 > 카페 > 커피전문점,http://place.map.kakao.com/1440347564,커피한약방,https://m.place.naver.com/restaurant/1614417324
52,7,1345866783,적당,서울 중구 을지로1가 87,서울 중구 을지로 29,070-7543-8928,카페,음식점 > 카페,http://place.map.kakao.com/1345866783,적당,https://m.place.naver.com/restaurant/1250997417
53,8,1982412866,챔프커피 제3작업실,서울 중구 을지로4가 9-6,서울 중구 을지로 157,010-8943-4516,카페,음식점 > 카페 > 커피전문점,http://place.map.kakao.com/1982412866,챔프커피 제3작업실,https://m.place.naver.com/restaurant/1856734353
54,9,1873478634,리사르커피로스터스 약수점,서울 중구 신당동 366-32,서울 중구 다산로8길 16-7,070-7677-5538,카페,음식점 > 카페 > 커피전문점,http://place.map.kakao.com/1873478634,리사르커피로스터스 약수점,https://m.place.naver.com/restaurant/33085557
55,10,1039797847,섬광,서울 중구 충무로4가 32-16,서울 중구 창경궁로1길 38,070-8866-8485,카페,음식점 > 카페,http://place.map.kakao.com/1039797847,섬광,https://m.place.naver.com/restaurant/1913147400
56,11,17187804,르풀,서울 중구 정동 1-28,서울 중구 정동길 33,02-3789-0400,카페,음식점 > 카페 > 테마카페,http://place.map.kakao.com/17187804,르풀,https://m.place.naver.com/restaurant/31583286
57,12,1965342185,커피스니퍼,서울 중구 북창동 11-3,서울 중구 세종대로16길 27,02-3789-1781,카페,음식점 > 카페,http://place.map.kakao.com/1965342185,커피스니퍼,https://m.place.naver.com/restaurant/1915708438
58,13,375097954,카페피크닉,서울 중구 남창동 194,서울 중구 퇴계로6가길 30,070-8821-6374,카페,음식점 > 카페,http://place.map.kakao.com/375097954,카페피크닉,https://m.place.naver.com/restaurant/1052789166
59,14,875047420,홍만당 명동본점,서울 중구 명동2가 32-8,서울 중구 명동8길 11-6,02-777-4422,카페,음식점 > 카페 > 테마카페 > 디저트카페,http://place.map.kakao.com/875047420,홍만당 명동본점,https://m.place.naver.com/restaurant/34850621
60,15,1651034737,라운드앤드,서울 중구 정동 11-3,서울 중구 정동길 35,,카페,음식점 > 카페 > 테마카페 > 디저트카페,http://place.map.kakao.com/1651034737,라운드앤드,https://m.place.naver.com/restaurant/1250544364
61,16,346424300,혜민당,서울 중구 을지로2가 101-37,서울 중구 삼일대로12길 16-9,070-8833-4242,카페,음식점 > 카페 > 테마카페 > 디저트카페,http://place.map.kakao.com/346424300,혜민당,https://m.place.naver.com/restaurant/86196000
62,17,38432219,러시아 케이크,서울 중구 광희동1가 134,서울 중구 을지로42길 7,02-6053-4079,카페,음식점 > 카페 > 테마카페 > 디저트카페,http://place.map.kakao.com/38432219,러시아 케이크,https://m.place.naver.com/restaurant/1395219888
63,18,1773363624,마뫼,서울 중구 회현동1가 산 1-20,서울 중구 소파로 41,,카페,음식점 > 카페,http://place.map.kakao.com/1773363624,마뫼,https://m.place.naver.com/restaurant/716435253
64,19,1168606226,더피터커피,서울 중구 흥인동 63,서울 중구 퇴계로 411,,카페,음식점 > 카페,http://place.map.kakao.com/1168606226,더피터커피,https://m.place.naver.com/restaurant/1948501076
65,20,831681203,죠지서울,서울 중구 을지로3가 334-7,서울 중구 을지로12길 6,070-8810-2693,카페,음식점 > 카페,http://place.map.kakao.com/831681203,죠지서울,https://m.place.naver.com/restaurant/1647032458
66,21,1254228746,수잔나의앞치마,서울 중구 충무로5가 36-12,서울 중구 퇴계로49길 24,,카페,음식점 > 카페,http://place.map.kakao.com/1254228746,수잔나의앞치마,https://m.place.naver.com/restaurant/1804950881
67,22,8101536,코인 명동점,서울 중구 명동2가 54-20,서울 중구 명동6길 10,02-753-1667,카페,음식점 > 카페,http://place.map.kakao.com/8101536,코인 명동점,https://m.place.naver.com/restaurant/31575946
68,23,1879590476,심세정,서울 중구 흥인동 88,서울 중구 퇴계로 409-11,070-8823-7577,카페,음식점 > 카페 > 테마카페 > 디저트카페,http://place.map.kakao.com/1879590476,심세정,https://m.place.naver.com/restaurant/1972800327
69,24,252792288,카페 아포테케리,서울 중구 흥인동 89,서울 중구 퇴계로 409-9,02-2236-8987,카페,음식점 > 카페,http://place.map.kakao.com/252792288,카페 아포테케리,https://m.place.naver.com/restaurant/324612192
71,26,557230756,바캉스커피,서울 중구 다동 117,서울 중구 남대문로9길 12,070-8803-2326,카페,음식점 > 카페,http://place.map.kakao.com/557230756,바캉스커피,https://m.place.naver.com/restaurant/1105473067
72,27,893424676,한옥카페,서울 중구 남대문로4가 71-1,서울 중구 남대문로 11,070-4509-9100,카페,음식점 > 카페,http://place.map.kakao.com/893424676,한옥카페,https://m.place.naver.com/restaurant/11689844
73,28,1250821144,카페라그린,서울 중구 정동 32-1,서울 중구 정동길 26,02-3789-8005,카페,음식점 > 카페,http://place.map.kakao.com/1250821144,카페라그린,https://m.place.naver.com/restaurant/1310154588
74,29,170158577,커피사,서울 중구 을지로3가 277-3,서울 중구 을지로 142-1,02-2274-2780,카페,음식점 > 카페,http://place.map.kakao.com/170158577,커피사,https://m.place.naver.com/restaurant/1038607282
75,30,8123091,포엠,서울 중구 명동2가 54-7,서울 중구 명동4길 13,02-776-5003,카페,음식점 > 카페,http://place.map.kakao.com/8123091,포엠,https://m.place.naver.com/restaurant/19923805
76,31,1824024125,오프셋커피,서울 중구 신당동 340-83,서울 중구 다산로20길 7,070-8790-2650,카페,음식점 > 카페,http://place.map.kakao.com/1824024125,오프셋커피,https://m.place.naver.com/restaurant/1629986587
77,32,22894118,스타벅스 환구단점,서울 중구 소공동 87-1,서울 중구 소공로 112,1522-3232,카페,음식점 > 카페 > 커피전문점 > 스타벅스,http://place.map.kakao.com/22894118,스타벅스 환구단점,https://m.place.naver.com/restaurant/11689844
78,33,47806106,분카샤 을지로점,서울 중구 을지로3가 302-22,서울 중구 을지로14길 20,02-2269-6947,카페,음식점 > 카페,http://place.map.kakao.com/47806106,분카샤 을지로점,https://m.place.naver.com/restaurant/636720810
79,34,1277741639,카페노티드 종각하이커,서울 중구 다동 10,서울 중구 청계천로 40,0507-1405-0085,카페,음식점 > 카페 > 테마카페 > 디저트카페,http://place.map.kakao.com/1277741639,카페노티드 종각하이커,https://m.place.naver.com/restaurant/1711387938
80,35,17522361,고양이놀이터 명동점,서울 중구 충무로2가 66-4,서울 중구 명동8길 37-14,,카페,음식점 > 카페 > 테마카페 > 고양이카페,http://place.map.kakao.com/17522361,고양이놀이터 명동점,https://m.place.naver.com/restaurant/21617309
81,36,1524619494,커피그래,서울 중구 신당동 422-1,서울 중구 동호로 204,0507-1348-1256,카페,음식점 > 카페 > 커피전문점,http://place.map.kakao.com/1524619494,커피그래,https://m.place.naver.com/restaurant/1872352260
82,37,1062422741,루프트 명동점,서울 중구 충무로2가 50-10,서울 중구 삼일대로 308,02-2267-2233,카페,음식점 > 카페,http://place.map.kakao.com/1062422741,루프트 명동점,https://m.place.naver.com/restaurant/152660082
83,38,385848168,mwm,서울 중구 저동2가 69-1,서울 중구 수표로 35-1,,카페,음식점 > 카페,http://place.map.kakao.com/385848168,mwm,https://m.place.naver.com/restaurant/1232577588
84,39,2128655244,로이터 커피셸터,서울 중구 필동3가 62-11,서울 중구 필동로 53,,카페,음식점 > 카페,http://place.map.kakao.com/2128655244,로이터 커피셸터,https://m.place.naver.com/restaurant/1590613420
85,40,380897959,계단집,서울 중구 회현동1가 150-1,서울 중구 퇴계로6길 35,070-4419-7776,카페,음식점 > 카페,http://place.map.kakao.com/380897959,계단집,https://m.place.naver.com/restaurant/31694842
86,41,27391558,호텔수선화,서울 중구 을지로3가 302-18,서울 중구 충무로7길 17,070-8950-2649,카페,음식점 > 카페,http://place.map.kakao.com/27391558,호텔수선화,https://m.place.naver.com/restaurant/37384167
87,42,1435193216,는커피,서울 중구 신당동 288-24,서울 중구 청구로4길 19,02-2246-1212,카페,음식점 > 카페 > 커피전문점,http://place.map.kakao.com/1435193216,는커피,https://m.place.naver.com/restaurant/1071075760
89,44,321907882,스타벅스 동대문공원점,서울 중구 광희동1가 185-1,서울 중구 장충단로 229,1522-3232,카페,음식점 > 카페 > 커피전문점 > 스타벅스,http://place.map.kakao.com/321907882,스타벅스 동대문공원점,https://m.place.naver.com/restaurant/425231306
90,0,711864705,맥심플랜트,서울 용산구 한남동 683-140,서울 용산구 이태원로 250,070-4287-8557,카페,음식점 > 카페,http://place.map.kakao.com/711864705,맥심플랜트,https://m.place.naver.com/restaurant/1057800745
91,1,1958239830,오츠커피,서울 용산구 원효로1가 48-8,서울 용산구 원효로89길 13-12,,카페,음식점 > 카페,http://place.map.kakao.com/1958239830,오츠커피,https://m.place.naver.com/restaurant/1583598574
92,2,27436567,오리올,서울 용산구 후암동 406-99,서울 용산구 신흥로20길 43,02-6406-5252,카페,음식점 > 카페,http://place.map.kakao.com/27436567,오리올,https://m.place.naver.com/restaurant/1167750133
93,3,256884650,사유,서울 용산구 한남동 682-5,서울 용산구 이태원로54길 5,02-2289-9050,카페,음식점 > 카페 > 테마카페 > 갤러리카페,http://place.map.kakao.com/256884650,사유,https://m.place.naver.com/restaurant/428320157
94,4,27344582,앤트러사이트 한남점,서울 용산구 한남동 683-142,서울 용산구 이태원로 240,02-797-7508,카페,음식점 > 카페,http://place.map.kakao.com/27344582,앤트러사이트 한남점,https://m.place.naver.com/restaurant/1392057734
95,5,27462552,오리지널 팬케익하우스 이태원점,서울 용산구 이태원동 172-2,서울 용산구 이태원로 153,02-795-7481,카페,음식점 > 카페 > 테마카페 > 디저트카페,http://place.map.kakao.com/27462552,오리지널 팬케익하우스 이태원점,https://m.place.naver.com/restaurant/37402425
96,6,27514796,더로열푸드앤드링크,서울 용산구 후암동 406-58,서울 용산구 신흥로20길 37,070-7774-4168,카페,음식점 > 카페,http://place.map.kakao.com/27514796,더로열푸드앤드링크,https://m.place.naver.com/restaurant/37556038
97,7,1456774315,오아시스 한남점,서울 용산구 한남동 745-10,서울 용산구 이태원로45길 30,02-790-8906,카페,음식점 > 카페 > 테마카페 > 디저트카페,http://place.map.kakao.com/1456774315,오아시스 한남점,https://m.place.naver.com/restaurant/1110133208
99,9,1143868163,챔프커피 2작업실,서울 용산구 이태원동 79-44,서울 용산구 녹사평대로26가길 24,02-790-4516,카페,음식점 > 카페 > 커피전문점,http://place.map.kakao.com/1143868163,챔프커피 2작업실,https://m.place.naver.com/restaurant/35559487
100,10,163434813,테라로사 한남점,서울 용산구 한남동 736-4,서울 용산구 이태원로36길 15,033-648-2760,카페,음식점 > 카페 > 커피전문점,http://place.map.kakao.com/163434813,테라로사 한남점,https://m.place.naver.com/restaurant/1477226533
101,11,285654982,인바이티드,서울 용산구 한강로1가 221-8,서울 용산구 한강대로52길 41,02-794-3332,카페,음식점 > 카페,http://place.map.kakao.com/285654982,인바이티드,https://m.place.naver.com/restaurant/806441898
102,12,239691324,트래버틴,서울 용산구 한강로3가 40-317,서울 용산구 한강대로7길 18-7,070-8862-6003,카페,음식점 > 카페 > 커피전문점,http://place.map.kakao.com/239691324,트래버틴,https://m.place.naver.com/restaurant/1812600941
103,13,1886309015,콩카페 이태원점,서울 용산구 이태원동 34-54,서울 용산구 녹사평대로 168-8,,카페,음식점 > 카페,http://place.map.kakao.com/1886309015,콩카페 이태원점,https://m.place.naver.com/restaurant/1282234213
104,14,800587300,키에리 이태원점,서울 용산구 이태원동 73-7,서울 용산구 이태원로26길 16-8,,카페,음식점 > 카페 > 테마카페 > 디저트카페,http://place.map.kakao.com/800587300,키에리 이태원점,https://m.place.naver.com/restaurant/37848376
105,15,1562438866,써머레인,서울 용산구 한남동 738-13,서울 용산구 이태원로55가길 49,02-792-8114,카페,음식점 > 카페 > 테마카페 > 디저트카페,http://place.map.kakao.com/1562438866,써머레인,https://m.place.naver.com/restaurant/733920762
106,16,859448387,카키바움,서울 용산구 한강로1가 225-1,서울 용산구 한강대로52길 29,02-790-6275,카페,음식점 > 카페,http://place.map.kakao.com/859448387,카키바움,https://m.place.naver.com/restaurant/1987057140
107,17,1840672910,한남베르그,서울 용산구 한남동 683-76,서울 용산구 이태원로54길 58-26,02-790-1750,카페,음식점 > 카페,http://place.map.kakao.com/1840672910,한남베르그,https://m.place.naver.com/restaurant/1100009233
108,18,1187934853,테이프,서울 용산구 이태원동 63-5,서울 용산구 이태원로14길 21,010-7317-4201,카페,음식점 > 카페,http://place.map.kakao.com/1187934853,테이프,https://m.place.naver.com/restaurant/1845157455
109,19,1240018987,때가이르매 숙대점,서울 용산구 남영동 8-2,서울 용산구 두텁바위로 8,070-4320-8495,카페,음식점 > 카페 > 테마카페 > 디저트카페,http://place.map.kakao.com/1240018987,때가이르매 숙대점,https://m.place.naver.com/restaurant/667716278
110,20,1349192932,버터북,서울 용산구 용산동2가 31-2,서울 용산구 신흥로15길 20,,카페,음식점 > 카페 > 테마카페 > 디저트카페,http://place.map.kakao.com/1349192932,버터북,https://m.place.naver.com/restaurant/1901689061
111,21,1559187561,북파크라운지,서울 용산구 한남동 727-56,서울 용산구 이태원로 294,070-7770-0539,카페,음식점 > 카페 > 테마카페 > 북카페,http://place.map.kakao.com/1559187561,북파크라운지,https://m.place.naver.com/restaurant/1174718905
112,22,2010021183,원인어밀리언,서울 용산구 한남동 684-62,서울 용산구 이태원로54길 31,02-794-2414,카페,음식점 > 카페,http://place.map.kakao.com/2010021183,원인어밀리언,https://m.place.naver.com/restaurant/37793452
113,23,614667104,몬스터플레이스,서울 용산구 청파동3가 114-3,서울 용산구 청파로43길 70,02-6402-5404,카페,음식점 > 카페,http://place.map.kakao.com/614667104,몬스터플레이스,https://m.place.naver.com/restaurant/1732861163
114,24,1285150992,바마셀,서울 용산구 원효로1가 38-5,서울 용산구 원효로89길 12,,카페,음식점 > 카페,http://place.map.kakao.com/1285150992,바마셀,https://m.place.naver.com/restaurant/1932179186
115,25,1698143190,오잇,서울 용산구 용산동2가 1-471,서울 용산구 신흥로 95,010-8844-1993,카페,음식점 > 카페,http://place.map.kakao.com/1698143190,오잇,https://m.place.naver.com/restaurant/1497570402
116,26,251037961,헬카페스피리터스,서울 용산구 이촌동 300-23,서울 용산구 이촌로 248,070-7612-4687,카페,음식점 > 카페,http://place.map.kakao.com/251037961,헬카페스피리터스,https://m.place.naver.com/restaurant/734543637
118,28,926051759,도렐 육지2호점,서울 용산구 한강로2가 424,서울 용산구 한강대로 100,02-6365-3675,카페,음식점 > 카페,http://place.map.kakao.com/926051759,도렐 육지2호점,https://m.place.naver.com/restaurant/1774254672
119,29,13582387,엘카페커피로스터스,서울 용산구 후암동 1-43,서울 용산구 후암로 68,02-2638-0715,카페,음식점 > 카페,http://place.map.kakao.com/13582387,엘카페커피로스터스,https://m.place.naver.com/restaurant/19570596
120,30,460216775,도토리,서울 용산구 한강로1가 227,서울 용산구 한강대로52길 25-6,02-797-0225,카페,음식점 > 카페 > 테마카페 > 디저트카페,http://place.map.kakao.com/460216775,도토리,https://m.place.naver.com/restaurant/1072787710
121,31,1151652295,한남작업실,서울 용산구 한남동 745-2,서울 용산구 이태원로55나길 7,02-792-5620,카페,음식점 > 카페,http://place.map.kakao.com/1151652295,한남작업실,https://m.place.naver.com/restaurant/1365054072
122,32,101568646,33아파트먼트,서울 용산구 한남동 729-68,서울 용산구 한남대로27길 33,02-794-0033,카페,음식점 > 카페,http://place.map.kakao.com/101568646,33아파트먼트,https://m.place.naver.com/restaurant/424208738
123,33,335734051,카페노티드 한남점,서울 용산구 한남동 684-77,서울 용산구 대사관로5길 12,0507-1301-2387,카페,음식점 > 카페 > 테마카페 > 디저트카페,http://place.map.kakao.com/335734051,카페노티드 한남점,https://m.place.naver.com/restaurant/1097972836
124,34,954423286,무진장,서울 용산구 이태원동 34-58,서울 용산구 녹사평대로 168-18,,카페,음식점 > 카페,http://place.map.kakao.com/954423286,무진장,https://m.place.naver.com/restaurant/1499717815
125,35,19615417,서울루덴스,서울 용산구 이태원동 5-12,서울 용산구 회나무로 69,02-795-4151,카페,음식점 > 카페,http://place.map.kakao.com/19615417,서울루덴스,https://m.place.naver.com/restaurant/32481253
