,id,place_name,address_name,phone,커피가 맛있어요,디저트가 맛있어요,빵이 맛있어요,친절해요,인테리어가 멋져요,매장이 청결해요,뷰가 좋아요,음료가 맛있어요,사진이 잘 나와요,특별한 메뉴가 있어요,대화하기 좋아요,가성비가 좋아요,집중하기 좋아요,화장실이 깨끗해요,주차하기 편해요,좌석이 편해요,음식이 맛있어요,매장이 넓어요,단체모임 하기 좋아요,특별한 날 가기 좋아요,재료가 신선해요,양이 많아요,혼밥하기 좋아요,naver_map_type,blog_review_qty_list,stars,stars_qty,visitor_review_qty
70,893424676,한옥카페,서울 중구 남대문로4가 71-1,070-4509-9100,985,,,307,307,218,,286,,,,,,,,,,,,,,,,카페,447,4.46,"10,466개 평점 10,220명 참여","1,566"
71,1250821144,카페라그린,서울 중구 정동 32-1,02-3789-8005,100,83,,,76,,68,,,68,,,,,,,,,,,,,,"카페,디저트",402,4.42,512개 평점 565명 참여,256
72,170158577,커피사,서울 중구 을지로3가 277-3,02-2274-2780,45,,,11,22,,,15,,,19,,,,,,,,,,,,,카페,497,4.51,96개 평점 137명 참여,76
73,8123091,포엠,서울 중구 명동2가 54-7,02-776-5003,72,218,,120,,,,83,,110,,,,,,,,,,,,,,"카페,디저트",814,4.47,353개 평점 539명 참여,317
74,1824024125,오프셋커피,서울 중구 신당동 340-83,070-8790-2650,34,,,12,17,9,,13,,,,,,,,,,,,,,,,카페,375,null,null,58
75,22894118,스타벅스 환구단점,서울 중구 소공동 87-1,1522-3232,985,,,307,307,218,,286,,,,,,,,,,,,,,,,카페,447,4.46,"10,466개 평점 10,220명 참여","1,566"
76,47806106,분카샤 을지로점,서울 중구 을지로3가 302-22,02-2269-6947,57,100,,,28,,,58,,36,,,,,,,,,,,,,,"카페,디저트","1,471",4.27,676개 평점 744명 참여,177
77,1277741639,카페노티드 종각하이커,서울 중구 다동 10,0507-1405-0085,204,820,,120,,144,,,,219,,,,,,,,,,,,,,카페,287,null,null,"1,004"
78,17522361,고양이놀이터 명동점,서울 중구 충무로2가 66-4,,,,,40,,,,16,19,,,,,,,,,,,,,,,고양이카페,366,4.62,139개 평점 169명 참여,92
79,1524619494,커피그래,서울 중구 신당동 422-1,0507-1348-1256,313,209,,118,119,,,123,,,,,,,,,,,,,,,,"카페,디저트",501,null,null,343
80,1062422741,루프트 명동점,서울 중구 충무로2가 50-10,02-2267-2233,90,28,,,29,30,,27,,,,,,,,,,,,,,,,테이크아웃커피,375,4.29,600개 평점 609명 참여,154
81,385848168,mwm,서울 중구 저동2가 69-1,,37,28,,26,32,,,20,,,,,,,,,,,,,,,,카페,417,4.55,115개 평점 171명 참여,92
82,2128655244,로이터 커피셸터,서울 중구 필동3가 62-11,,11,5,,5,,,11,,8,,,,,,,,,,,,,,,"카페,디저트",335,4.19,34개 평점 47명 참여,24
83,380897959,계단집,서울 중구 회현동1가 150-1,070-4419-7776,,,,75,,,,,,122,,26,,,,,274,,,,209,,,"해물,생선요리","1,892",4.3,748개 평점 928명 참여,399
84,27391558,호텔수선화,서울 중구 을지로3가 302-18,070-8950-2649,18,,,,47,,,28,17,,22,,,,,,,,,,,,,카페,806,4.34,302개 평점 321명 참여,93
85,1435193216,는커피,서울 중구 신당동 288-24,02-2246-1212,16,,,9,7,,,10,,,8,,,,,,,,,,,,,"카페,디저트",185,4.49,79개 평점 91명 참여,39
86,321907882,스타벅스 동대문공원점,서울 중구 광희동1가 185-1,1522-3232,719,233,,326,,216,,365,,,,,,,,,,,,,,,,카페,115,4.45,"2,800개 평점 3,060명 참여","1,193"
87,711864705,맥심플랜트,서울 용산구 한남동 683-140,070-4287-8557,1045,,,,664,405,,,,,353,,,,,328,,,,,,,,카페,"1,341",4.54,"2,624개 평점 3,204명 참여","1,688"
88,1958239830,오츠커피,서울 용산구 원효로1가 48-8,,565,96,,194,,,,186,,134,,,,,,,,,,,,,,"카페,디저트","1,289",4.55,549개 평점 845명 참여,652
89,27436567,오리올,서울 용산구 후암동 406-99,02-6406-5252,,,,72,127,,,,,,63,,,,,,109,,,,,,,패밀리레스토랑,559,4.37,604개 평점 709명 참여,334
90,256884650,사유,서울 용산구 한남동 682-5,02-2289-9050,,,,,,,,,,,,,,,,,,,,,,,,복합문화공간,"1,818",4.36,543개 평점 595명 참여,9
91,27344582,앤트러사이트 한남점,서울 용산구 한남동 683-142,02-797-7508,,,,,,,,,,,,,,,,,,,,,,,,기업,null,null,null,9
92,27462552,오리지널 팬케익하우스 이태원점,서울 용산구 이태원동 172-2,02-795-7481,,,,82,,,,,,109,,,,,,,240,104,,,,104,,양식,747,4.35,365개 평점 530명 참여,346
93,27514796,더로열푸드앤드링크,서울 용산구 후암동 406-58,070-7774-4168,98,,,,79,,199,,127,86,,,,,,,,,,,,,,"카페,디저트",962,4.25,310개 평점 548명 참여,347
94,1456774315,오아시스 한남점,서울 용산구 한남동 745-10,02-790-8906,,,,76,90,80,,,,,,,,,,,306,,,,90,,,브런치,"1,282",null,null,394
95,1143868163,챔프커피 2작업실,서울 용산구 이태원동 79-44,02-790-4516,181,37,,41,20,,,52,,,,,,,,,,,,,,,,"카페,디저트","1,154",4.53,396개 평점 464명 참여,209
96,163434813,테라로사 한남점,서울 용산구 한남동 736-4,033-648-2760,204,,,,95,62,,60,,,71,,,,,,,,,,,,,카페,329,4.45,722개 평점 722명 참여,309
97,285654982,인바이티드,서울 용산구 한강로1가 221-8,02-794-3332,107,,,40,59,,,41,,,38,,,,,,,,,,,,,테이크아웃커피,655,4.5,232개 평점 339명 참여,200
98,239691324,트래버틴,서울 용산구 한강로3가 40-317,070-8862-6003,71,25,,35,35,,,26,,,,,,,,,,,,,,,,"카페,디저트",546,4.34,207개 평점 254명 참여,111
99,1886309015,콩카페 이태원점,서울 용산구 이태원동 34-54,,153,,,35,62,,,76,,48,,,,,,,,,,,,,,카페,506,4.36,213개 평점 377명 참여,240
100,800587300,키에리 이태원점,서울 용산구 이태원동 73-7,,229,733,,229,,,,134,,343,,,,,,,,,,,,,,케이크전문,"1,626",4.09,"1,269개 평점 1,469명 참여",920
101,1562438866,써머레인,서울 용산구 한남동 738-13,02-792-8114,,,,74,71,,,,,96,,,,,,,321,,,,120,,,브런치,"1,355",null,null,385
102,859448387,카키바움,서울 용산구 한강로1가 225-1,02-790-6275,148,,,126,109,66,,64,,,,,,,,,,,,,,,,"카페,디저트",450,4.42,355개 평점 560명 참여,384
103,1840672910,한남베르그,서울 용산구 한남동 683-76,02-790-1750,185,240,,86,120,,,104,,,,,,,,,,,,,,,,"카페,디저트",835,4.45,709개 평점 883명 참여,421
104,1187934853,테이프,서울 용산구 이태원동 63-5,010-7317-4201,107,159,,49,,,,69,,91,,,,,,,,,,,,,,"카페,디저트",454,4.35,268개 평점 437명 참여,294
105,1240018987,때가이르매 숙대점,서울 용산구 남영동 8-2,070-4320-8495,157,201,,,146,,101,114,,,,,,,,,,,,,,,,"카페,디저트","1,111",null,null,430
106,1349192932,버터북,서울 용산구 용산동2가 31-2,,,,46,,19,,,19,20,23,,,,,,,,,,,,,,베이커리,506,4.23,176개 평점 195명 참여,91
107,1559187561,북파크라운지,서울 용산구 한남동 727-56,070-7770-0539,,,,,,,,,,,,,,,,,,,,,,,,북카페,161,null,null,9
108,2010021183,원인어밀리언,서울 용산구 한남동 684-62,02-794-2414,72,46,,,64,,,49,,,38,,,,,,,,,,,,,"카페,디저트","1,172",4.34,442개 평점 539명 참여,193
109,614667104,몬스터플레이스,서울 용산구 청파동3가 114-3,02-6402-5404,,,,,,,,,,,,247,,,,,782,,,,440,225,321,"다이어트,샐러드",406,4.67,"1,503개 평점 955명 참여",595
110,1285150992,바마셀,서울 용산구 원효로1가 38-5,,92,,,32,,16,,13,,31,,,,,,,,,,,,,,카페,425,4.67,139개 평점 165명 참여,94
111,1698143190,오잇,서울 용산구 용산동2가 1-471,010-8844-1993,125,115,,,52,,111,,50,,,,,,,,,,,,,,,"카페,디저트",914,4.46,304개 평점 454명 참여,256
112,251037961,헬카페스피리터스,서울 용산구 이촌동 300-23,070-7612-4687,86,19,,24,39,17,,,,,,,,,,,,,,,,,,"카페,디저트",346,4.4,84개 평점 143명 참여,101
113,926051759,도렐 육지2호점,서울 용산구 한강로2가 424,02-6365-3675,379,90,,,89,,,140,,136,,,,,,,,,,,,,,"카페,디저트",731,4.45,641개 평점 928명 참여,532
114,13582387,엘카페커피로스터스,서울 용산구 후암동 1-43,02-2638-0715,123,,,46,45,,,34,,23,,,,,,,,,,,,,,"카페,디저트",424,4.54,492개 평점 389명 참여,139
115,460216775,도토리,서울 용산구 한강로1가 227,02-797-0225,337,654,,,657,,,,277,440,,,,,,,,,,,,,,"카페,디저트",907,null,null,"1,236"
116,1151652295,한남작업실,서울 용산구 한남동 745-2,02-792-5620,175,67,,,110,,,87,,,71,,,,,,,,,,,,,"카페,디저트",589,4.54,480개 평점 644명 참여,333
117,101568646,33아파트먼트,서울 용산구 한남동 729-68,02-794-0033,47,9,,18,15,,,10,,,,,,,,,,,,,,,,"카페,디저트",517,4.41,92개 평점 129명 참여,69
118,335734051,카페노티드 한남점,서울 용산구 한남동 684-77,0507-1301-2387,209,896,178,287,,,,,,320,,,,,,,,,,,,,,카페,"1,697",4.46,"3,092개 평점 3,494명 참여","1,316"
119,954423286,무진장,서울 용산구 이태원동 34-58,,158,114,,,104,,,59,,,78,,,,,,,,,,,,,카페,605,4.53,326개 평점 494명 참여,319
120,19615417,서울루덴스,서울 용산구 이태원동 5-12,02-795-4151,,,,22,32,,97,29,56,,,,,,,,,,,,,,,카페,413,4.33,168개 평점 250명 참여,130
121,869574538,뉴오리진 동부이촌점,서울 용산구 이촌동 302-43,02-6272-6527,94,,,,73,75,,66,,113,,,,,,,,,,,,,,"카페,디저트",161,4.42,580개 평점 570명 참여,276
122,1579324098,널담은공간,서울 용산구 용산동2가 19-12,031-436-8037,12,12,,18,,,12,11,,,,,,,,,,,,,,,,카페,469,4.42,39개 평점 66명 참여,41
123,1784875766,삼층로비,서울 용산구 한강로3가 40-642,070-8865-1919,10,3,,6,7,,,4,,,,,,,,,,,,,,,,"카페,디저트",746,4.61,22개 평점 30명 참여,12
124,1709532725,코지빌라커피,서울 용산구 이태원동 74-45,02-794-5657,68,43,,,28,,,23,,,20,,,,,,,,,,,,,카페,196,4.63,136개 평점 160명 참여,94
125,1640456450,챔프커피 1작업실,서울 용산구 한남동 768-25,010-5269-4931,106,,,48,17,,,35,,37,,,,,,,,,,,,,,커피번,228,4.38,189개 평점 241명 참여,123
126,25548485,헬카페,서울 용산구 보광동 238-43,,28,4,,9,7,,,10,,,,,,,,,,,,,,,,"카페,디저트",640,4.18,69개 평점 81명 참여,31
127,1343541111,골드문커피,서울 용산구 한강로3가 65-157,010-3112-6118,66,,,43,36,35,,44,,,,,,,,,,,,,,,,"카페,디저트",100,4.49,180개 평점 215명 참여,146
128,1884738430,어프로치커피,서울 용산구 한강로2가 154,,80,46,,26,,21,,25,,,,,,,,,,,,,,,,"카페,디저트",30,null,null,101
129,1744219383,팬케이크샵,서울 용산구 이태원동 455-1,,34,60,,26,34,,33,,,,,,,,,,,,,,,,,"카페,디저트",262,null,null,119
130,1492599844,블루보틀 성수 카페,서울 성동구 성수동1가 656-302,1533-6906,2352,,,977,737,700,,810,,,,,,,,,,,,,,,,블루보틀,"3,527",4.4,"12,641개 평점 12,915명 참여","3,636"
131,1301973155,할아버지공장,서울 성동구 성수동2가 309-133,010-3934-2301,,,,,,,,,,,,,,,,,,,,,,,,원목가구,6,null,null,9
132,1783691580,쎈느,서울 성동구 성수동2가 314-2,02-469-2122,,,,,,,,,,,,,,,,,,,,,,,,의류제작,3,null,null,9
133,145791269,어니언컴퍼니,서울 성동구 성수동2가 277-135,02-1644-1941,,,,,,,,,,,,,,,,,,,,,,,,기업,null,null,null,9
134,1128989913,대림창고,서울 성동구 성수동2가 322-32,02-499-9669,314,143,,,267,,,102,90,,,,,,,,,,,,,,,"카페,디저트","2,264",4.38,"571개 평점 1,260명 참여",582
135,286483883,센터커피 서울숲점,서울 성동구 성수동1가 685-478,070-8868-2008,536,,,135,129,,241,140,,,,,,,,,,,,,,,,카페,"1,009",4.41,"1,323개 평점 1,682명 참여",809
136,1460620031,인더매스 마장,서울 성동구 마장동 776-1,,194,108,,,60,54,,69,,,,,,,,,,,,,,,,"카페,디저트",870,4.41,711개 평점 707명 참여,255
137,547570065,옹근달,서울 성동구 성수동2가 333-52,02-499-5012,931,1276,,,563,,,369,,357,,,,,,,,,,,,,,"카페,디저트","1,083",4.35,"2,076개 평점 3,395명 참여","2,199"
138,1842536906,멜로워 성수플래그쉽,서울 성동구 성수동2가 333-94,02-499-1112,525,587,,280,297,,,231,,,,,,,,,,,,,,,,"카페,디저트","1,392",4.5,"1,385개 평점 1,812명 참여","1,032"
139,1302549042,로우키,서울 성동구 성수동2가 302-16,,180,,,65,64,,,43,,,27,,,,,,,,,,,,,"카페,디저트",664,4.6,426개 평점 474명 참여,205
140,1942841428,카페포제,서울 성동구 성수동2가 315-41,070-8830-5994,89,32,,,50,33,,34,,,,,,,,,,,,,,,,"카페,디저트",783,4.34,394개 평점 440명 참여,155
141,1038283810,마를리,서울 성동구 성수동2가 315-55,02-467-0303,366,458,,,290,,,244,,,157,,,,,,,,,,,,,케이크전문,"1,470",null,null,947
142,940053669,로우커피스탠드,서울 성동구 성수동1가 8-16,,284,,,76,18,,,77,,,,149,,,,,,,,,,,,카페,539,4.44,607개 평점 591명 참여,274
143,144753549,카페 연무장,서울 성동구 성수동2가 310-63,,111,77,,,94,,99,,62,,,,,,,,,,,,,,,"카페,디저트",928,null,null,262
144,939851854,카멜 성수점,서울 성동구 성수동2가 570-1,,283,96,,,129,,,51,65,,,,,,,,,,,,,,,"카페,디저트",422,null,null,377
145,1530215201,체다앤올리,서울 성동구 성수동1가 685-696,02-468-1003,104,109,,,,,79,91,,99,,,,,,,,,,,,,,"카페,디저트",937,4.42,740개 평점 943명 참여,361
146,301697712,도렐 육지3호점,서울 성동구 성수동2가 314-12,02-516-3675,309,128,,,109,,,127,,102,,,,,,,,,,,,,,카페,812,4.45,"1,210개 평점 1,303명 참여",479
147,2111826352,우디집,서울 성동구 성수동1가 311,,98,87,,62,82,,,54,,,,,,,,,,,,,,,,"카페,디저트",975,4.48,575개 평점 597명 참여,230
