,id,place_name,address_name,phone,커피가 맛있어요,디저트가 맛있어요,빵이 맛있어요,친절해요,인테리어가 멋져요,매장이 청결해요,뷰가 좋아요,음료가 맛있어요,사진이 잘 나와요,특별한 메뉴가 있어요,대화하기 좋아요,가성비가 좋아요,집중하기 좋아요,화장실이 깨끗해요,주차하기 편해요,좌석이 편해요,음식이 맛있어요,매장이 넓어요,단체모임 하기 좋아요,특별한 날 가기 좋아요,재료가 신선해요,양이 많아요,혼밥하기 좋아요,naver_map_type,blog_review_qty_list,stars,stars_qty,visitor_review_qty
14,939851854,카멜 성수점,서울 성동구 성수동2가 570-1,,276,93,,,127,,,49,65,,,,,,,,,,,,,,,"카페,디저트",418,null,null,365
15,1530215201,체다앤올리,서울 성동구 성수동1가 685-696,02-468-1003,106,110,,,,,80,92,,99,,,,,,,,,,,,,,"카페,디저트",936,4.42,741개 평점 940명 참여,361
16,301697712,도렐 육지3호점,서울 성동구 성수동2가 314-12,02-516-3675,308,131,,,108,,,127,,101,,,,,,,,,,,,,,카페,808,4.45,"1,210개 평점 1,300명 참여",477
17,2111826352,우디집,서울 성동구 성수동1가 311,,97,87,,62,82,,,53,,,,,,,,,,,,,,,,"카페,디저트",974,4.48,575개 평점 596명 참여,231
18,231920851,갈십리,서울 성동구 행당동 19-108,010-9034-3939,75,50,,,55,,,39,19,,,,,,,,,,,,,,,"카페,디저트",642,null,null,143
19,2030999010,아우프글렛 금호점,서울 성동구 금호동1가 1801-4,,77,87,,30,38,,,,,26,,,,,,,,,,,,,,"카페,디저트","1,215",4.45,934개 평점 933명 참여,151
20,857915820,글로우,서울 성동구 성수동2가 277-24,,191,192,,68,50,,,71,,,,,,,,,,,,,,,,카페,907,4.43,926개 평점 999명 참여,332
21,2077832392,슈퍼말차 성수,서울 성동구 성수동1가 668-9,070-4632-3882,146,,,126,129,,,384,,161,,,,,,,,,,,,,,카페,666,4.46,"910개 평점 1,154명 참여",621
22,27347404,치카치카,서울 성동구 성수동2가 512,02-498-3478,,86,,31,9,15,,,,38,,,,,,,,,,,,,,케이크전문,578,4.51,279개 평점 278명 참여,98
23,328817208,5TO7,서울 성동구 성수동1가 668-136,,231,239,,78,114,,,121,,,,,,,,,,,,,,,,"카페,디저트",545,4.3,625개 평점 911명 참여,494
24,935863440,서울앵무새,서울 성동구 성수동1가 685-213,070-8846-2025,529,1674,,441,514,,,,,729,,,,,,,,,,,,,,"카페,디저트","2,531",4.49,"1,346개 평점 2,443명 참여","2,274"
25,912676778,하루&원데이,서울 성동구 성수동2가 314-5,02-499-9303,,,,196,,134,,,,162,100,,,,,,346,,,,,,,이자카야,417,null,null,347
26,13498947,봉순이네다락방,서울 성동구 행당동 292-33,02-2299-8057,58,56,,35,59,,,35,,,,,,,,,,,,,,,,카페,360,null,null,140
27,1941275560,메쉬커피,서울 성동구 성수동1가 685-307,02-464-7078,52,,,16,,,,10,6,10,,,,,,,,,,,,,,테이크아웃커피,368,4.41,165개 평점 182명 참여,60
28,732470230,카페오롯,서울 성동구 성수동1가 13-428,02-2292-2223,68,32,,,40,,,30,,,32,,,,,,,,,,,,,"카페,디저트",424,4.47,344개 평점 353명 참여,120
29,1599571399,어라운드데이,서울 성동구 성수동1가 685-483,0507-1431-8310,95,101,,56,43,,,60,,,,,,,,,,,,,,,,"카페,디저트",640,4.55,289개 평점 373명 참여,210
30,1431819126,훔볼트,서울 성동구 성수동2가 325-19,,238,250,,,126,71,,91,,,,,,,,,,,,,,,,카페,407,4.39,"1,090개 평점 1,241명 참여",461
31,1904529538,업사이드커피 뚝섬점,서울 성동구 성수동1가 7-8,070-8691-4107,117,,,53,,26,,47,,22,,,,,,,,,,,,,,"카페,디저트",321,4.54,202개 평점 237명 참여,129
32,1742492568,키커피컴퍼니 왕십리점,서울 성동구 행당동 130-115,070-4230-8893,92,99,,,41,43,,39,,,,,,,,,,,,,,,,카페,472,4.48,447개 평점 476명 참여,177
33,1653556066,카페온화 성수점,서울 성동구 성수동2가 302-4,,31,42,,,,23,,20,,,,,,,,18,,,,,,,,카페,709,4.32,309개 평점 358명 참여,103
34,1623291829,오우드,서울 성동구 성수동2가 272-3,070-8844-0196,262,323,,,192,118,,122,,,,,,,,,,,,,,,,"카페,디저트","1,119",4.34,408개 평점 749명 참여,614
35,1325105515,카페노티드 성수,서울 성동구 성수동2가 316-5,,249,1978,,536,,334,,,,507,,,,,,,,,,,,,,카페,740,4.52,"1,411개 평점 2,266명 참여","2,444"
36,17657824,하루노유키,서울 성동구 성수동1가 685-428,02-548-8662,47,,98,54,,,,48,,62,,,,,,,,,,,,,,베이커리,396,4.4,321개 평점 404명 참여,201
37,483722570,마크69,서울 성동구 성수동1가 685-350,,113,49,,,103,,,52,,,46,,,,,,,,,,,,,"카페,디저트",415,4.26,72개 평점 301명 참여,248
38,505665583,맛차차,서울 성동구 성수동1가 685-450,010-9719-8707,,,,29,24,,31,40,,30,,,,,,,,,,,,,,"카페,디저트",645,4.68,871개 평점 840명 참여,69
39,431464251,아이오쓰리 성수사거리점,서울 성동구 성수동2가 275-54,02-497-1961,65,,,75,54,49,,64,,,,,,,,,,,,,,,,"카페,디저트",114,4.56,428개 평점 471명 참여,225
40,753723493,브라운팟,서울 성동구 행당동 286-19,02-2299-7796,191,189,,90,,,,66,,58,,,,,,,,,,,,,,"카페,디저트",184,4.44,693개 평점 745명 참여,383
41,1431120740,플디 성수점,서울 성동구 성수동1가 13-156,,26,68,,27,,,,22,,24,,,,,,,,,,,,,,"카페,디저트",424,null,null,95
42,1300323227,카페노티드 피치스,서울 성동구 성수동2가 301-16,0507-1405-9377,,954,,230,480,,,,244,347,,,,,,,,,,,,,,카페,917,4.42,"1,044개 평점 1,500명 참여","1,376"
43,1501931765,천상가옥,서울 성동구 성수동2가 322-4,,,,,,,,,,,,,,,,,,,,,,,,,카페,null,4.29,14개 평점 13명 참여,9
44,157479724,비엔나커피하우스 서울숲역점,서울 성동구 성수동1가 656-447,070-4628-5049,144,57,,49,,,,66,,,39,,,,,,,,,,,,,카페,81,4.35,376개 평점 470명 참여,217
45,1431819126,훔볼트,서울 성동구 성수동2가 325-19,,238,250,,,126,71,,91,,,,,,,,,,,,,,,,카페,407,4.39,"1,090개 평점 1,241명 참여",461
46,1904529538,업사이드커피 뚝섬점,서울 성동구 성수동1가 7-8,070-8691-4107,117,,,53,,26,,47,,22,,,,,,,,,,,,,,"카페,디저트",321,4.54,202개 평점 237명 참여,129
47,1742492568,키커피컴퍼니 왕십리점,서울 성동구 행당동 130-115,070-4230-8893,92,99,,,41,43,,39,,,,,,,,,,,,,,,,카페,472,4.48,447개 평점 476명 참여,177
48,1653556066,카페온화 성수점,서울 성동구 성수동2가 302-4,,31,42,,,,23,,20,,,,,,,,18,,,,,,,,카페,709,4.32,309개 평점 358명 참여,103
49,1623291829,오우드,서울 성동구 성수동2가 272-3,070-8844-0196,262,323,,,192,118,,122,,,,,,,,,,,,,,,,"카페,디저트","1,119",4.34,408개 평점 749명 참여,614
50,1325105515,카페노티드 성수,서울 성동구 성수동2가 316-5,,249,1978,,536,,334,,,,507,,,,,,,,,,,,,,카페,740,4.52,"1,411개 평점 2,266명 참여","2,444"
51,17657824,하루노유키,서울 성동구 성수동1가 685-428,02-548-8662,47,,98,54,,,,48,,62,,,,,,,,,,,,,,베이커리,396,4.4,321개 평점 404명 참여,201
52,483722570,마크69,서울 성동구 성수동1가 685-350,,113,49,,,103,,,52,,,46,,,,,,,,,,,,,"카페,디저트",415,4.26,72개 평점 301명 참여,248
53,505665583,맛차차,서울 성동구 성수동1가 685-450,010-9719-8707,,,,29,24,,31,40,,30,,,,,,,,,,,,,,"카페,디저트",645,4.68,871개 평점 840명 참여,69
54,431464251,아이오쓰리 성수사거리점,서울 성동구 성수동2가 275-54,02-497-1961,65,,,75,54,49,,64,,,,,,,,,,,,,,,,"카페,디저트",114,4.56,428개 평점 471명 참여,225
55,753723493,브라운팟,서울 성동구 행당동 286-19,02-2299-7796,191,189,,90,,,,66,,58,,,,,,,,,,,,,,"카페,디저트",184,4.44,693개 평점 745명 참여,383
56,1431120740,플디 성수점,서울 성동구 성수동1가 13-156,,26,68,,27,,,,22,,24,,,,,,,,,,,,,,"카페,디저트",424,null,null,95
57,1300323227,카페노티드 피치스,서울 성동구 성수동2가 301-16,0507-1405-9377,,954,,230,480,,,,244,347,,,,,,,,,,,,,,카페,917,4.42,"1,044개 평점 1,500명 참여","1,376"
58,1501931765,천상가옥,서울 성동구 성수동2가 322-4,,,,,,,,,,,,,,,,,,,,,,,,,카페,null,4.29,14개 평점 13명 참여,9
59,157479724,비엔나커피하우스 서울숲역점,서울 성동구 성수동1가 656-447,070-4628-5049,144,57,,49,,,,66,,,39,,,,,,,,,,,,,카페,81,4.35,376개 평점 470명 참여,217
60,1431819126,훔볼트,서울 성동구 성수동2가 325-19,,238,250,,,126,71,,91,,,,,,,,,,,,,,,,카페,407,4.39,"1,090개 평점 1,241명 참여",461
61,1904529538,업사이드커피 뚝섬점,서울 성동구 성수동1가 7-8,070-8691-4107,117,,,53,,26,,47,,22,,,,,,,,,,,,,,"카페,디저트",321,4.54,202개 평점 237명 참여,129
62,1742492568,키커피컴퍼니 왕십리점,서울 성동구 행당동 130-115,070-4230-8893,92,99,,,41,43,,39,,,,,,,,,,,,,,,,카페,472,4.48,447개 평점 476명 참여,177
63,1653556066,카페온화 성수점,서울 성동구 성수동2가 302-4,,31,42,,,,23,,20,,,,,,,,18,,,,,,,,카페,709,4.32,309개 평점 358명 참여,103
64,1623291829,오우드,서울 성동구 성수동2가 272-3,070-8844-0196,262,323,,,192,118,,122,,,,,,,,,,,,,,,,"카페,디저트","1,119",4.34,408개 평점 749명 참여,614
65,1325105515,카페노티드 성수,서울 성동구 성수동2가 316-5,,249,1978,,536,,334,,,,507,,,,,,,,,,,,,,카페,740,4.52,"1,411개 평점 2,266명 참여","2,444"
66,17657824,하루노유키,서울 성동구 성수동1가 685-428,02-548-8662,47,,98,54,,,,48,,62,,,,,,,,,,,,,,베이커리,396,4.4,321개 평점 404명 참여,201
67,483722570,마크69,서울 성동구 성수동1가 685-350,,113,49,,,103,,,52,,,46,,,,,,,,,,,,,"카페,디저트",415,4.26,72개 평점 301명 참여,248
68,505665583,맛차차,서울 성동구 성수동1가 685-450,010-9719-8707,,,,29,24,,31,40,,30,,,,,,,,,,,,,,"카페,디저트",645,4.68,871개 평점 840명 참여,69
69,431464251,아이오쓰리 성수사거리점,서울 성동구 성수동2가 275-54,02-497-1961,65,,,75,54,49,,64,,,,,,,,,,,,,,,,"카페,디저트",114,4.56,428개 평점 471명 참여,225
70,753723493,브라운팟,서울 성동구 행당동 286-19,02-2299-7796,191,189,,90,,,,66,,58,,,,,,,,,,,,,,"카페,디저트",184,4.44,693개 평점 745명 참여,383
71,1431120740,플디 성수점,서울 성동구 성수동1가 13-156,,26,68,,27,,,,22,,24,,,,,,,,,,,,,,"카페,디저트",424,null,null,95
72,1300323227,카페노티드 피치스,서울 성동구 성수동2가 301-16,0507-1405-9377,,954,,230,480,,,,244,347,,,,,,,,,,,,,,카페,917,4.42,"1,044개 평점 1,500명 참여","1,376"
73,1501931765,천상가옥,서울 성동구 성수동2가 322-4,,,,,,,,,,,,,,,,,,,,,,,,,카페,null,4.29,14개 평점 13명 참여,9
74,157479724,비엔나커피하우스 서울숲역점,서울 성동구 성수동1가 656-447,070-4628-5049,144,57,,49,,,,66,,,39,,,,,,,,,,,,,카페,81,4.35,376개 평점 470명 참여,217
75,1431819126,훔볼트,서울 성동구 성수동2가 325-19,,238,250,,,126,71,,91,,,,,,,,,,,,,,,,카페,407,4.39,"1,090개 평점 1,241명 참여",461
76,1904529538,업사이드커피 뚝섬점,서울 성동구 성수동1가 7-8,070-8691-4107,117,,,53,,26,,47,,22,,,,,,,,,,,,,,"카페,디저트",321,4.54,202개 평점 237명 참여,129
77,1742492568,키커피컴퍼니 왕십리점,서울 성동구 행당동 130-115,070-4230-8893,92,99,,,41,43,,39,,,,,,,,,,,,,,,,카페,472,4.48,447개 평점 476명 참여,177
78,1653556066,카페온화 성수점,서울 성동구 성수동2가 302-4,,31,42,,,,23,,20,,,,,,,,18,,,,,,,,카페,709,4.32,309개 평점 358명 참여,103
79,1623291829,오우드,서울 성동구 성수동2가 272-3,070-8844-0196,262,323,,,192,118,,122,,,,,,,,,,,,,,,,"카페,디저트","1,119",4.34,408개 평점 749명 참여,614
80,1325105515,카페노티드 성수,서울 성동구 성수동2가 316-5,,249,1978,,536,,334,,,,507,,,,,,,,,,,,,,카페,740,4.52,"1,411개 평점 2,266명 참여","2,444"
81,17657824,하루노유키,서울 성동구 성수동1가 685-428,02-548-8662,47,,98,54,,,,48,,62,,,,,,,,,,,,,,베이커리,396,4.4,321개 평점 404명 참여,201
82,483722570,마크69,서울 성동구 성수동1가 685-350,,113,49,,,103,,,52,,,46,,,,,,,,,,,,,"카페,디저트",415,4.26,72개 평점 301명 참여,248
83,505665583,맛차차,서울 성동구 성수동1가 685-450,010-9719-8707,,,,29,24,,31,40,,30,,,,,,,,,,,,,,"카페,디저트",645,4.68,871개 평점 840명 참여,69
84,431464251,아이오쓰리 성수사거리점,서울 성동구 성수동2가 275-54,02-497-1961,65,,,75,54,49,,64,,,,,,,,,,,,,,,,"카페,디저트",114,4.56,428개 평점 471명 참여,225
85,753723493,브라운팟,서울 성동구 행당동 286-19,02-2299-7796,191,189,,90,,,,66,,58,,,,,,,,,,,,,,"카페,디저트",184,4.44,693개 평점 745명 참여,383
86,1431120740,플디 성수점,서울 성동구 성수동1가 13-156,,26,68,,27,,,,22,,24,,,,,,,,,,,,,,"카페,디저트",424,null,null,95
87,1300323227,카페노티드 피치스,서울 성동구 성수동2가 301-16,0507-1405-9377,,954,,230,480,,,,244,347,,,,,,,,,,,,,,카페,917,4.42,"1,044개 평점 1,500명 참여","1,376"
88,1501931765,천상가옥,서울 성동구 성수동2가 322-4,,,,,,,,,,,,,,,,,,,,,,,,,카페,null,4.29,14개 평점 13명 참여,9
89,157479724,비엔나커피하우스 서울숲역점,서울 성동구 성수동1가 656-447,070-4628-5049,144,57,,49,,,,66,,,39,,,,,,,,,,,,,카페,81,4.35,376개 평점 470명 참여,217
90,1431819126,훔볼트,서울 성동구 성수동2가 325-19,,238,250,,,126,71,,91,,,,,,,,,,,,,,,,카페,407,4.39,"1,090개 평점 1,241명 참여",461
91,1904529538,업사이드커피 뚝섬점,서울 성동구 성수동1가 7-8,070-8691-4107,117,,,53,,26,,47,,22,,,,,,,,,,,,,,"카페,디저트",321,4.54,202개 평점 237명 참여,129
92,1742492568,키커피컴퍼니 왕십리점,서울 성동구 행당동 130-115,070-4230-8893,92,99,,,41,43,,39,,,,,,,,,,,,,,,,카페,472,4.48,447개 평점 476명 참여,177
93,1653556066,카페온화 성수점,서울 성동구 성수동2가 302-4,,31,42,,,,23,,20,,,,,,,,18,,,,,,,,카페,709,4.32,309개 평점 358명 참여,103
94,1623291829,오우드,서울 성동구 성수동2가 272-3,070-8844-0196,262,323,,,192,118,,122,,,,,,,,,,,,,,,,"카페,디저트","1,119",4.34,408개 평점 749명 참여,614
95,1325105515,카페노티드 성수,서울 성동구 성수동2가 316-5,,249,1978,,536,,334,,,,507,,,,,,,,,,,,,,카페,740,4.52,"1,411개 평점 2,266명 참여","2,444"
96,17657824,하루노유키,서울 성동구 성수동1가 685-428,02-548-8662,47,,98,54,,,,48,,62,,,,,,,,,,,,,,베이커리,396,4.4,321개 평점 404명 참여,201
97,483722570,마크69,서울 성동구 성수동1가 685-350,,113,49,,,103,,,52,,,46,,,,,,,,,,,,,"카페,디저트",415,4.26,72개 평점 301명 참여,248
98,505665583,맛차차,서울 성동구 성수동1가 685-450,010-9719-8707,,,,29,24,,31,40,,30,,,,,,,,,,,,,,"카페,디저트",645,4.68,871개 평점 840명 참여,69
99,431464251,아이오쓰리 성수사거리점,서울 성동구 성수동2가 275-54,02-497-1961,65,,,75,54,49,,64,,,,,,,,,,,,,,,,"카페,디저트",114,4.56,428개 평점 471명 참여,225
100,753723493,브라운팟,서울 성동구 행당동 286-19,02-2299-7796,191,189,,90,,,,66,,58,,,,,,,,,,,,,,"카페,디저트",184,4.44,693개 평점 745명 참여,383
101,1431120740,플디 성수점,서울 성동구 성수동1가 13-156,,26,68,,27,,,,22,,24,,,,,,,,,,,,,,"카페,디저트",424,null,null,95
102,1300323227,카페노티드 피치스,서울 성동구 성수동2가 301-16,0507-1405-9377,,954,,230,480,,,,244,347,,,,,,,,,,,,,,카페,917,4.42,"1,044개 평점 1,500명 참여","1,376"
103,1501931765,천상가옥,서울 성동구 성수동2가 322-4,,,,,,,,,,,,,,,,,,,,,,,,,카페,null,4.29,14개 평점 13명 참여,9
104,157479724,비엔나커피하우스 서울숲역점,서울 성동구 성수동1가 656-447,070-4628-5049,144,57,,49,,,,66,,,39,,,,,,,,,,,,,카페,81,4.35,376개 평점 470명 참여,217
105,1431819126,훔볼트,서울 성동구 성수동2가 325-19,,238,250,,,126,71,,91,,,,,,,,,,,,,,,,카페,407,4.39,"1,090개 평점 1,241명 참여",461
106,1904529538,업사이드커피 뚝섬점,서울 성동구 성수동1가 7-8,070-8691-4107,117,,,53,,26,,47,,22,,,,,,,,,,,,,,"카페,디저트",321,4.54,202개 평점 237명 참여,129
107,1742492568,키커피컴퍼니 왕십리점,서울 성동구 행당동 130-115,070-4230-8893,92,99,,,41,43,,39,,,,,,,,,,,,,,,,카페,472,4.48,447개 평점 476명 참여,177
108,1653556066,카페온화 성수점,서울 성동구 성수동2가 302-4,,31,42,,,,23,,20,,,,,,,,18,,,,,,,,카페,709,4.32,309개 평점 358명 참여,103
109,1623291829,오우드,서울 성동구 성수동2가 272-3,070-8844-0196,262,323,,,192,118,,122,,,,,,,,,,,,,,,,"카페,디저트","1,119",4.34,408개 평점 749명 참여,614
110,1325105515,카페노티드 성수,서울 성동구 성수동2가 316-5,,249,1978,,536,,334,,,,507,,,,,,,,,,,,,,카페,740,4.52,"1,411개 평점 2,266명 참여","2,444"
111,17657824,하루노유키,서울 성동구 성수동1가 685-428,02-548-8662,47,,98,54,,,,48,,62,,,,,,,,,,,,,,베이커리,396,4.4,321개 평점 404명 참여,201
112,483722570,마크69,서울 성동구 성수동1가 685-350,,113,49,,,103,,,52,,,46,,,,,,,,,,,,,"카페,디저트",415,4.26,72개 평점 301명 참여,248
113,505665583,맛차차,서울 성동구 성수동1가 685-450,010-9719-8707,,,,29,24,,31,40,,30,,,,,,,,,,,,,,"카페,디저트",645,4.68,871개 평점 840명 참여,69
114,431464251,아이오쓰리 성수사거리점,서울 성동구 성수동2가 275-54,02-497-1961,65,,,75,54,49,,64,,,,,,,,,,,,,,,,"카페,디저트",114,4.56,428개 평점 471명 참여,225
115,753723493,브라운팟,서울 성동구 행당동 286-19,02-2299-7796,191,189,,90,,,,66,,58,,,,,,,,,,,,,,"카페,디저트",184,4.44,693개 평점 745명 참여,383
116,1431120740,플디 성수점,서울 성동구 성수동1가 13-156,,26,68,,27,,,,22,,24,,,,,,,,,,,,,,"카페,디저트",424,null,null,95
117,1300323227,카페노티드 피치스,서울 성동구 성수동2가 301-16,0507-1405-9377,,954,,230,480,,,,244,347,,,,,,,,,,,,,,카페,917,4.42,"1,044개 평점 1,500명 참여","1,376"
118,1501931765,천상가옥,서울 성동구 성수동2가 322-4,,,,,,,,,,,,,,,,,,,,,,,,,카페,null,4.29,14개 평점 13명 참여,9
119,157479724,비엔나커피하우스 서울숲역점,서울 성동구 성수동1가 656-447,070-4628-5049,144,57,,49,,,,66,,,39,,,,,,,,,,,,,카페,81,4.35,376개 평점 470명 참여,217
120,1431819126,훔볼트,서울 성동구 성수동2가 325-19,,238,250,,,126,71,,91,,,,,,,,,,,,,,,,카페,407,4.39,"1,090개 평점 1,241명 참여",461
121,1904529538,업사이드커피 뚝섬점,서울 성동구 성수동1가 7-8,070-8691-4107,117,,,53,,26,,47,,22,,,,,,,,,,,,,,"카페,디저트",321,4.54,202개 평점 237명 참여,129
122,1742492568,키커피컴퍼니 왕십리점,서울 성동구 행당동 130-115,070-4230-8893,92,99,,,41,43,,39,,,,,,,,,,,,,,,,카페,472,4.48,447개 평점 476명 참여,177
123,1653556066,카페온화 성수점,서울 성동구 성수동2가 302-4,,31,42,,,,23,,20,,,,,,,,18,,,,,,,,카페,709,4.32,309개 평점 358명 참여,103
124,1623291829,오우드,서울 성동구 성수동2가 272-3,070-8844-0196,262,323,,,192,118,,122,,,,,,,,,,,,,,,,"카페,디저트","1,119",4.34,408개 평점 749명 참여,614
125,1325105515,카페노티드 성수,서울 성동구 성수동2가 316-5,,249,1978,,536,,334,,,,507,,,,,,,,,,,,,,카페,740,4.52,"1,411개 평점 2,266명 참여","2,444"
126,17657824,하루노유키,서울 성동구 성수동1가 685-428,02-548-8662,47,,98,54,,,,48,,62,,,,,,,,,,,,,,베이커리,396,4.4,321개 평점 404명 참여,201
127,483722570,마크69,서울 성동구 성수동1가 685-350,,113,49,,,103,,,52,,,46,,,,,,,,,,,,,"카페,디저트",415,4.26,72개 평점 301명 참여,248
128,505665583,맛차차,서울 성동구 성수동1가 685-450,010-9719-8707,,,,29,24,,31,40,,30,,,,,,,,,,,,,,"카페,디저트",645,4.68,871개 평점 840명 참여,69
129,431464251,아이오쓰리 성수사거리점,서울 성동구 성수동2가 275-54,02-497-1961,65,,,75,54,49,,64,,,,,,,,,,,,,,,,"카페,디저트",114,4.56,428개 평점 471명 참여,225
130,753723493,브라운팟,서울 성동구 행당동 286-19,02-2299-7796,190,188,,90,,,,65,,58,,,,,,,,,,,,,,"카페,디저트",184,4.44,693개 평점 745명 참여,381
131,1431120740,플디 성수점,서울 성동구 성수동1가 13-156,,26,68,,27,,,,22,,24,,,,,,,,,,,,,,"카페,디저트",424,null,null,95
132,1300323227,카페노티드 피치스,서울 성동구 성수동2가 301-16,0507-1405-9377,,954,,231,480,,,,244,347,,,,,,,,,,,,,,카페,917,4.42,"1,044개 평점 1,500명 참여","1,377"
133,1501931765,천상가옥,서울 성동구 성수동2가 322-4,,,,,,,,,,,,,,,,,,,,,,,,,카페,null,4.29,14개 평점 13명 참여,9
134,157479724,비엔나커피하우스 서울숲역점,서울 성동구 성수동1가 656-447,070-4628-5049,144,57,,49,,,,66,,,39,,,,,,,,,,,,,카페,81,4.35,376개 평점 470명 참여,217
135,1431819126,훔볼트,서울 성동구 성수동2가 325-19,,238,250,,,126,71,,91,,,,,,,,,,,,,,,,카페,407,4.39,"1,090개 평점 1,241명 참여",461
136,1904529538,업사이드커피 뚝섬점,서울 성동구 성수동1가 7-8,070-8691-4107,117,,,53,,26,,47,,22,,,,,,,,,,,,,,"카페,디저트",321,4.54,202개 평점 237명 참여,129
137,1742492568,키커피컴퍼니 왕십리점,서울 성동구 행당동 130-115,070-4230-8893,92,99,,,41,43,,39,,,,,,,,,,,,,,,,카페,472,4.48,447개 평점 476명 참여,177
138,1653556066,카페온화 성수점,서울 성동구 성수동2가 302-4,,31,42,,,,23,,20,,,,,,,,18,,,,,,,,카페,709,4.32,309개 평점 358명 참여,103
139,1623291829,오우드,서울 성동구 성수동2가 272-3,070-8844-0196,262,323,,,192,118,,122,,,,,,,,,,,,,,,,"카페,디저트","1,119",4.34,408개 평점 749명 참여,614
140,1325105515,카페노티드 성수,서울 성동구 성수동2가 316-5,,249,1978,,536,,334,,,,507,,,,,,,,,,,,,,카페,740,4.52,"1,411개 평점 2,266명 참여","2,444"
141,17657824,하루노유키,서울 성동구 성수동1가 685-428,02-548-8662,47,,98,54,,,,48,,62,,,,,,,,,,,,,,베이커리,396,4.4,321개 평점 404명 참여,201
142,483722570,마크69,서울 성동구 성수동1가 685-350,,113,49,,,103,,,52,,,46,,,,,,,,,,,,,"카페,디저트",415,4.26,72개 평점 301명 참여,248
143,505665583,맛차차,서울 성동구 성수동1가 685-450,010-9719-8707,,,,29,24,,31,40,,30,,,,,,,,,,,,,,"카페,디저트",645,4.68,871개 평점 840명 참여,69
144,431464251,아이오쓰리 성수사거리점,서울 성동구 성수동2가 275-54,02-497-1961,65,,,75,54,49,,64,,,,,,,,,,,,,,,,"카페,디저트",114,4.56,428개 평점 471명 참여,225
145,753723493,브라운팟,서울 성동구 행당동 286-19,02-2299-7796,190,188,,90,,,,65,,58,,,,,,,,,,,,,,"카페,디저트",184,4.44,693개 평점 745명 참여,381
146,1431120740,플디 성수점,서울 성동구 성수동1가 13-156,,26,68,,27,,,,22,,24,,,,,,,,,,,,,,"카페,디저트",424,null,null,95
