,place_name,review,rating
279,로우커피스탠드,친절해요,75.0
280,로우커피스탠드,인테리어가 멋져요,18.0
283,로우커피스탠드,음료가 맛있어요,77.0
299,카페 연무장,커피가 맛있어요,111.0
300,카페 연무장,디저트가 맛있어요,77.0
303,카페 연무장,인테리어가 멋져요,93.0
305,카페 연무장,뷰가 좋아요,98.0
307,카페 연무장,사진이 잘 나와요,62.0
322,카멜 성수점,커피가 맛있어요,276.0
323,카멜 성수점,디저트가 맛있어요,93.0
326,카멜 성수점,인테리어가 멋져요,127.0
329,카멜 성수점,음료가 맛있어요,49.0
330,카멜 성수점,사진이 잘 나와요,65.0
345,체다앤올리,커피가 맛있어요,106.0
346,체다앤올리,디저트가 맛있어요,110.0
351,체다앤올리,뷰가 좋아요,80.0
352,체다앤올리,음료가 맛있어요,92.0
354,체다앤올리,특별한 메뉴가 있어요,99.0
368,도렐 육지3호점,커피가 맛있어요,308.0
369,도렐 육지3호점,디저트가 맛있어요,131.0
372,도렐 육지3호점,인테리어가 멋져요,108.0
375,도렐 육지3호점,음료가 맛있어요,127.0
377,도렐 육지3호점,특별한 메뉴가 있어요,101.0
391,우디집,커피가 맛있어요,97.0
392,우디집,디저트가 맛있어요,87.0
394,우디집,친절해요,62.0
395,우디집,인테리어가 멋져요,82.0
398,우디집,음료가 맛있어요,53.0
414,갈십리,커피가 맛있어요,75.0
415,갈십리,디저트가 맛있어요,50.0
418,갈십리,인테리어가 멋져요,55.0
421,갈십리,음료가 맛있어요,39.0
422,갈십리,사진이 잘 나와요,19.0
437,아우프글렛 금호점,커피가 맛있어요,77.0
438,아우프글렛 금호점,디저트가 맛있어요,87.0
440,아우프글렛 금호점,친절해요,30.0
441,아우프글렛 금호점,인테리어가 멋져요,38.0
446,아우프글렛 금호점,특별한 메뉴가 있어요,26.0
460,글로우,커피가 맛있어요,191.0
461,글로우,디저트가 맛있어요,192.0
463,글로우,친절해요,68.0
464,글로우,인테리어가 멋져요,50.0
467,글로우,음료가 맛있어요,71.0
483,슈퍼말차 성수,커피가 맛있어요,146.0
486,슈퍼말차 성수,친절해요,126.0
487,슈퍼말차 성수,인테리어가 멋져요,129.0
490,슈퍼말차 성수,음료가 맛있어요,384.0
492,슈퍼말차 성수,특별한 메뉴가 있어요,161.0
507,치카치카,디저트가 맛있어요,86.0
509,치카치카,친절해요,31.0
510,치카치카,인테리어가 멋져요,9.0
511,치카치카,매장이 청결해요,15.0
515,치카치카,특별한 메뉴가 있어요,38.0
529,5TO7,커피가 맛있어요,231.0
530,5TO7,디저트가 맛있어요,239.0
532,5TO7,친절해요,78.0
533,5TO7,인테리어가 멋져요,114.0
536,5TO7,음료가 맛있어요,121.0
552,서울앵무새,커피가 맛있어요,529.0
553,서울앵무새,디저트가 맛있어요,1674.0
555,서울앵무새,친절해요,441.0
556,서울앵무새,인테리어가 멋져요,514.0
561,서울앵무새,특별한 메뉴가 있어요,729.0
578,하루&원데이,친절해요,196.0
580,하루&원데이,매장이 청결해요,134.0
584,하루&원데이,특별한 메뉴가 있어요,162.0
585,하루&원데이,대화하기 좋아요,100.0
598,봉순이네다락방,커피가 맛있어요,58.0
599,봉순이네다락방,디저트가 맛있어요,56.0
601,봉순이네다락방,친절해요,35.0
602,봉순이네다락방,인테리어가 멋져요,59.0
605,봉순이네다락방,음료가 맛있어요,35.0
621,메쉬커피,커피가 맛있어요,52.0
624,메쉬커피,친절해요,16.0
628,메쉬커피,음료가 맛있어요,10.0
629,메쉬커피,사진이 잘 나와요,6.0
630,메쉬커피,특별한 메뉴가 있어요,10.0
644,카페오롯,커피가 맛있어요,68.0
645,카페오롯,디저트가 맛있어요,32.0
648,카페오롯,인테리어가 멋져요,40.0
651,카페오롯,음료가 맛있어요,30.0
654,카페오롯,대화하기 좋아요,32.0
667,어라운드데이,커피가 맛있어요,95.0
668,어라운드데이,디저트가 맛있어요,101.0
670,어라운드데이,친절해요,56.0
671,어라운드데이,인테리어가 멋져요,43.0
674,어라운드데이,음료가 맛있어요,60.0
690,훔볼트,커피가 맛있어요,238.0
691,훔볼트,디저트가 맛있어요,250.0
694,훔볼트,인테리어가 멋져요,126.0
695,훔볼트,매장이 청결해요,71.0
697,훔볼트,음료가 맛있어요,91.0
713,업사이드커피 뚝섬점,커피가 맛있어요,117.0
716,업사이드커피 뚝섬점,친절해요,53.0
718,업사이드커피 뚝섬점,매장이 청결해요,26.0
720,업사이드커피 뚝섬점,음료가 맛있어요,47.0
722,업사이드커피 뚝섬점,특별한 메뉴가 있어요,22.0
736,키커피컴퍼니 왕십리점,커피가 맛있어요,92.0
737,키커피컴퍼니 왕십리점,디저트가 맛있어요,99.0
740,키커피컴퍼니 왕십리점,인테리어가 멋져요,41.0
741,키커피컴퍼니 왕십리점,매장이 청결해요,43.0
743,키커피컴퍼니 왕십리점,음료가 맛있어요,39.0
759,카페온화 성수점,커피가 맛있어요,31.0
760,카페온화 성수점,디저트가 맛있어요,42.0
764,카페온화 성수점,매장이 청결해요,23.0
766,카페온화 성수점,음료가 맛있어요,20.0
774,카페온화 성수점,좌석이 편해요,18.0
782,오우드,커피가 맛있어요,262.0
783,오우드,디저트가 맛있어요,323.0
786,오우드,인테리어가 멋져요,192.0
787,오우드,매장이 청결해요,118.0
789,오우드,음료가 맛있어요,122.0
805,카페노티드 성수,커피가 맛있어요,249.0
806,카페노티드 성수,디저트가 맛있어요,1978.0
808,카페노티드 성수,친절해요,536.0
810,카페노티드 성수,매장이 청결해요,334.0
814,카페노티드 성수,특별한 메뉴가 있어요,507.0
828,하루노유키,커피가 맛있어요,47.0
830,하루노유키,빵이 맛있어요,98.0
831,하루노유키,친절해요,54.0
835,하루노유키,음료가 맛있어요,48.0
837,하루노유키,특별한 메뉴가 있어요,62.0
851,마크69,커피가 맛있어요,113.0
852,마크69,디저트가 맛있어요,49.0
855,마크69,인테리어가 멋져요,103.0
858,마크69,음료가 맛있어요,52.0
861,마크69,대화하기 좋아요,46.0
877,맛차차,친절해요,29.0
878,맛차차,인테리어가 멋져요,24.0
880,맛차차,뷰가 좋아요,31.0
881,맛차차,음료가 맛있어요,40.0
883,맛차차,특별한 메뉴가 있어요,30.0
897,아이오쓰리 성수사거리점,커피가 맛있어요,65.0
900,아이오쓰리 성수사거리점,친절해요,75.0
901,아이오쓰리 성수사거리점,인테리어가 멋져요,54.0
902,아이오쓰리 성수사거리점,매장이 청결해요,49.0
904,아이오쓰리 성수사거리점,음료가 맛있어요,64.0
920,브라운팟,커피가 맛있어요,191.0
921,브라운팟,디저트가 맛있어요,189.0
923,브라운팟,친절해요,90.0
927,브라운팟,음료가 맛있어요,66.0
929,브라운팟,특별한 메뉴가 있어요,58.0
943,플디 성수점,커피가 맛있어요,26.0
944,플디 성수점,디저트가 맛있어요,68.0
946,플디 성수점,친절해요,27.0
950,플디 성수점,음료가 맛있어요,22.0
952,플디 성수점,특별한 메뉴가 있어요,24.0
967,카페노티드 피치스,디저트가 맛있어요,954.0
969,카페노티드 피치스,친절해요,230.0
970,카페노티드 피치스,인테리어가 멋져요,480.0
974,카페노티드 피치스,사진이 잘 나와요,244.0
975,카페노티드 피치스,특별한 메뉴가 있어요,347.0
1012,비엔나커피하우스 서울숲역점,커피가 맛있어요,144.0
1013,비엔나커피하우스 서울숲역점,디저트가 맛있어요,57.0
1015,비엔나커피하우스 서울숲역점,친절해요,49.0
1019,비엔나커피하우스 서울숲역점,음료가 맛있어요,66.0
1022,비엔나커피하우스 서울숲역점,대화하기 좋아요,39.0
1035,훔볼트,커피가 맛있어요,238.0
1036,훔볼트,디저트가 맛있어요,250.0
1039,훔볼트,인테리어가 멋져요,126.0
1040,훔볼트,매장이 청결해요,71.0
1042,훔볼트,음료가 맛있어요,91.0
1058,업사이드커피 뚝섬점,커피가 맛있어요,117.0
1061,업사이드커피 뚝섬점,친절해요,53.0
1063,업사이드커피 뚝섬점,매장이 청결해요,26.0
1065,업사이드커피 뚝섬점,음료가 맛있어요,47.0
1067,업사이드커피 뚝섬점,특별한 메뉴가 있어요,22.0
1081,키커피컴퍼니 왕십리점,커피가 맛있어요,92.0
1082,키커피컴퍼니 왕십리점,디저트가 맛있어요,99.0
1085,키커피컴퍼니 왕십리점,인테리어가 멋져요,41.0
1086,키커피컴퍼니 왕십리점,매장이 청결해요,43.0
1088,키커피컴퍼니 왕십리점,음료가 맛있어요,39.0
1104,카페온화 성수점,커피가 맛있어요,31.0
1105,카페온화 성수점,디저트가 맛있어요,42.0
1109,카페온화 성수점,매장이 청결해요,23.0
1111,카페온화 성수점,음료가 맛있어요,20.0
1119,카페온화 성수점,좌석이 편해요,18.0
1127,오우드,커피가 맛있어요,262.0
1128,오우드,디저트가 맛있어요,323.0
1131,오우드,인테리어가 멋져요,192.0
1132,오우드,매장이 청결해요,118.0
1134,오우드,음료가 맛있어요,122.0
1150,카페노티드 성수,커피가 맛있어요,249.0
1151,카페노티드 성수,디저트가 맛있어요,1978.0
1153,카페노티드 성수,친절해요,536.0
1155,카페노티드 성수,매장이 청결해요,334.0
1159,카페노티드 성수,특별한 메뉴가 있어요,507.0
1173,하루노유키,커피가 맛있어요,47.0
1175,하루노유키,빵이 맛있어요,98.0
1176,하루노유키,친절해요,54.0
1180,하루노유키,음료가 맛있어요,48.0
1182,하루노유키,특별한 메뉴가 있어요,62.0
1196,마크69,커피가 맛있어요,113.0
1197,마크69,디저트가 맛있어요,49.0
1200,마크69,인테리어가 멋져요,103.0
1203,마크69,음료가 맛있어요,52.0
1206,마크69,대화하기 좋아요,46.0
1222,맛차차,친절해요,29.0
1223,맛차차,인테리어가 멋져요,24.0
1225,맛차차,뷰가 좋아요,31.0
1226,맛차차,음료가 맛있어요,40.0
1228,맛차차,특별한 메뉴가 있어요,30.0
1242,아이오쓰리 성수사거리점,커피가 맛있어요,65.0
1245,아이오쓰리 성수사거리점,친절해요,75.0
1246,아이오쓰리 성수사거리점,인테리어가 멋져요,54.0
1247,아이오쓰리 성수사거리점,매장이 청결해요,49.0
1249,아이오쓰리 성수사거리점,음료가 맛있어요,64.0
1265,브라운팟,커피가 맛있어요,191.0
1266,브라운팟,디저트가 맛있어요,189.0
1268,브라운팟,친절해요,90.0
1272,브라운팟,음료가 맛있어요,66.0
1274,브라운팟,특별한 메뉴가 있어요,58.0
1288,플디 성수점,커피가 맛있어요,26.0
1289,플디 성수점,디저트가 맛있어요,68.0
1291,플디 성수점,친절해요,27.0
1295,플디 성수점,음료가 맛있어요,22.0
1297,플디 성수점,특별한 메뉴가 있어요,24.0
1312,카페노티드 피치스,디저트가 맛있어요,954.0
1314,카페노티드 피치스,친절해요,230.0
1315,카페노티드 피치스,인테리어가 멋져요,480.0
1319,카페노티드 피치스,사진이 잘 나와요,244.0
1320,카페노티드 피치스,특별한 메뉴가 있어요,347.0
1357,비엔나커피하우스 서울숲역점,커피가 맛있어요,144.0
1358,비엔나커피하우스 서울숲역점,디저트가 맛있어요,57.0
1360,비엔나커피하우스 서울숲역점,친절해요,49.0
1364,비엔나커피하우스 서울숲역점,음료가 맛있어요,66.0
1367,비엔나커피하우스 서울숲역점,대화하기 좋아요,39.0
1380,훔볼트,커피가 맛있어요,238.0
1381,훔볼트,디저트가 맛있어요,250.0
1384,훔볼트,인테리어가 멋져요,126.0
1385,훔볼트,매장이 청결해요,71.0
1387,훔볼트,음료가 맛있어요,91.0
1403,업사이드커피 뚝섬점,커피가 맛있어요,117.0
1406,업사이드커피 뚝섬점,친절해요,53.0
1408,업사이드커피 뚝섬점,매장이 청결해요,26.0
1410,업사이드커피 뚝섬점,음료가 맛있어요,47.0
1412,업사이드커피 뚝섬점,특별한 메뉴가 있어요,22.0
1426,키커피컴퍼니 왕십리점,커피가 맛있어요,92.0
1427,키커피컴퍼니 왕십리점,디저트가 맛있어요,99.0
1430,키커피컴퍼니 왕십리점,인테리어가 멋져요,41.0
1431,키커피컴퍼니 왕십리점,매장이 청결해요,43.0
1433,키커피컴퍼니 왕십리점,음료가 맛있어요,39.0
1449,카페온화 성수점,커피가 맛있어요,31.0
1450,카페온화 성수점,디저트가 맛있어요,42.0
1454,카페온화 성수점,매장이 청결해요,23.0
1456,카페온화 성수점,음료가 맛있어요,20.0
1464,카페온화 성수점,좌석이 편해요,18.0
1472,오우드,커피가 맛있어요,262.0
1473,오우드,디저트가 맛있어요,323.0
1476,오우드,인테리어가 멋져요,192.0
1477,오우드,매장이 청결해요,118.0
1479,오우드,음료가 맛있어요,122.0
1495,카페노티드 성수,커피가 맛있어요,249.0
1496,카페노티드 성수,디저트가 맛있어요,1978.0
1498,카페노티드 성수,친절해요,536.0
1500,카페노티드 성수,매장이 청결해요,334.0
1504,카페노티드 성수,특별한 메뉴가 있어요,507.0
1518,하루노유키,커피가 맛있어요,47.0
1520,하루노유키,빵이 맛있어요,98.0
1521,하루노유키,친절해요,54.0
1525,하루노유키,음료가 맛있어요,48.0
1527,하루노유키,특별한 메뉴가 있어요,62.0
1541,마크69,커피가 맛있어요,113.0
1542,마크69,디저트가 맛있어요,49.0
1545,마크69,인테리어가 멋져요,103.0
1548,마크69,음료가 맛있어요,52.0
1551,마크69,대화하기 좋아요,46.0
1567,맛차차,친절해요,29.0
1568,맛차차,인테리어가 멋져요,24.0
1570,맛차차,뷰가 좋아요,31.0
1571,맛차차,음료가 맛있어요,40.0
1573,맛차차,특별한 메뉴가 있어요,30.0
1587,아이오쓰리 성수사거리점,커피가 맛있어요,65.0
1590,아이오쓰리 성수사거리점,친절해요,75.0
1591,아이오쓰리 성수사거리점,인테리어가 멋져요,54.0
1592,아이오쓰리 성수사거리점,매장이 청결해요,49.0
1594,아이오쓰리 성수사거리점,음료가 맛있어요,64.0
1610,브라운팟,커피가 맛있어요,191.0
1611,브라운팟,디저트가 맛있어요,189.0
1613,브라운팟,친절해요,90.0
1617,브라운팟,음료가 맛있어요,66.0
1619,브라운팟,특별한 메뉴가 있어요,58.0
1633,플디 성수점,커피가 맛있어요,26.0
1634,플디 성수점,디저트가 맛있어요,68.0
1636,플디 성수점,친절해요,27.0
1640,플디 성수점,음료가 맛있어요,22.0
1642,플디 성수점,특별한 메뉴가 있어요,24.0
1657,카페노티드 피치스,디저트가 맛있어요,954.0
1659,카페노티드 피치스,친절해요,230.0
1660,카페노티드 피치스,인테리어가 멋져요,480.0
1664,카페노티드 피치스,사진이 잘 나와요,244.0
1665,카페노티드 피치스,특별한 메뉴가 있어요,347.0
1702,비엔나커피하우스 서울숲역점,커피가 맛있어요,144.0
1703,비엔나커피하우스 서울숲역점,디저트가 맛있어요,57.0
1705,비엔나커피하우스 서울숲역점,친절해요,49.0
1709,비엔나커피하우스 서울숲역점,음료가 맛있어요,66.0
1712,비엔나커피하우스 서울숲역점,대화하기 좋아요,39.0
1725,훔볼트,커피가 맛있어요,238.0
1726,훔볼트,디저트가 맛있어요,250.0
1729,훔볼트,인테리어가 멋져요,126.0
1730,훔볼트,매장이 청결해요,71.0
1732,훔볼트,음료가 맛있어요,91.0
1748,업사이드커피 뚝섬점,커피가 맛있어요,117.0
1751,업사이드커피 뚝섬점,친절해요,53.0
1753,업사이드커피 뚝섬점,매장이 청결해요,26.0
1755,업사이드커피 뚝섬점,음료가 맛있어요,47.0
1757,업사이드커피 뚝섬점,특별한 메뉴가 있어요,22.0
1771,키커피컴퍼니 왕십리점,커피가 맛있어요,92.0
1772,키커피컴퍼니 왕십리점,디저트가 맛있어요,99.0
1775,키커피컴퍼니 왕십리점,인테리어가 멋져요,41.0
1776,키커피컴퍼니 왕십리점,매장이 청결해요,43.0
1778,키커피컴퍼니 왕십리점,음료가 맛있어요,39.0
1794,카페온화 성수점,커피가 맛있어요,31.0
1795,카페온화 성수점,디저트가 맛있어요,42.0
1799,카페온화 성수점,매장이 청결해요,23.0
1801,카페온화 성수점,음료가 맛있어요,20.0
1809,카페온화 성수점,좌석이 편해요,18.0
1817,오우드,커피가 맛있어요,262.0
1818,오우드,디저트가 맛있어요,323.0
1821,오우드,인테리어가 멋져요,192.0
1822,오우드,매장이 청결해요,118.0
1824,오우드,음료가 맛있어요,122.0
1840,카페노티드 성수,커피가 맛있어요,249.0
1841,카페노티드 성수,디저트가 맛있어요,1978.0
1843,카페노티드 성수,친절해요,536.0
1845,카페노티드 성수,매장이 청결해요,334.0
1849,카페노티드 성수,특별한 메뉴가 있어요,507.0
1863,하루노유키,커피가 맛있어요,47.0
1865,하루노유키,빵이 맛있어요,98.0
1866,하루노유키,친절해요,54.0
1870,하루노유키,음료가 맛있어요,48.0
1872,하루노유키,특별한 메뉴가 있어요,62.0
1886,마크69,커피가 맛있어요,113.0
1887,마크69,디저트가 맛있어요,49.0
1890,마크69,인테리어가 멋져요,103.0
1893,마크69,음료가 맛있어요,52.0
1896,마크69,대화하기 좋아요,46.0
1912,맛차차,친절해요,29.0
1913,맛차차,인테리어가 멋져요,24.0
1915,맛차차,뷰가 좋아요,31.0
1916,맛차차,음료가 맛있어요,40.0
1918,맛차차,특별한 메뉴가 있어요,30.0
1932,아이오쓰리 성수사거리점,커피가 맛있어요,65.0
1935,아이오쓰리 성수사거리점,친절해요,75.0
1936,아이오쓰리 성수사거리점,인테리어가 멋져요,54.0
1937,아이오쓰리 성수사거리점,매장이 청결해요,49.0
1939,아이오쓰리 성수사거리점,음료가 맛있어요,64.0
1955,브라운팟,커피가 맛있어요,191.0
1956,브라운팟,디저트가 맛있어요,189.0
1958,브라운팟,친절해요,90.0
1962,브라운팟,음료가 맛있어요,66.0
1964,브라운팟,특별한 메뉴가 있어요,58.0
1978,플디 성수점,커피가 맛있어요,26.0
1979,플디 성수점,디저트가 맛있어요,68.0
1981,플디 성수점,친절해요,27.0
1985,플디 성수점,음료가 맛있어요,22.0
1987,플디 성수점,특별한 메뉴가 있어요,24.0
2002,카페노티드 피치스,디저트가 맛있어요,954.0
2004,카페노티드 피치스,친절해요,230.0
2005,카페노티드 피치스,인테리어가 멋져요,480.0
2009,카페노티드 피치스,사진이 잘 나와요,244.0
2010,카페노티드 피치스,특별한 메뉴가 있어요,347.0
2047,비엔나커피하우스 서울숲역점,커피가 맛있어요,144.0
2048,비엔나커피하우스 서울숲역점,디저트가 맛있어요,57.0
2050,비엔나커피하우스 서울숲역점,친절해요,49.0
2054,비엔나커피하우스 서울숲역점,음료가 맛있어요,66.0
2057,비엔나커피하우스 서울숲역점,대화하기 좋아요,39.0
2070,훔볼트,커피가 맛있어요,238.0
2071,훔볼트,디저트가 맛있어요,250.0
2074,훔볼트,인테리어가 멋져요,126.0
2075,훔볼트,매장이 청결해요,71.0
2077,훔볼트,음료가 맛있어요,91.0
2093,업사이드커피 뚝섬점,커피가 맛있어요,117.0
2096,업사이드커피 뚝섬점,친절해요,53.0
2098,업사이드커피 뚝섬점,매장이 청결해요,26.0
2100,업사이드커피 뚝섬점,음료가 맛있어요,47.0
2102,업사이드커피 뚝섬점,특별한 메뉴가 있어요,22.0
2116,키커피컴퍼니 왕십리점,커피가 맛있어요,92.0
2117,키커피컴퍼니 왕십리점,디저트가 맛있어요,99.0
2120,키커피컴퍼니 왕십리점,인테리어가 멋져요,41.0
2121,키커피컴퍼니 왕십리점,매장이 청결해요,43.0
2123,키커피컴퍼니 왕십리점,음료가 맛있어요,39.0
2139,카페온화 성수점,커피가 맛있어요,31.0
2140,카페온화 성수점,디저트가 맛있어요,42.0
2144,카페온화 성수점,매장이 청결해요,23.0
2146,카페온화 성수점,음료가 맛있어요,20.0
2154,카페온화 성수점,좌석이 편해요,18.0
2162,오우드,커피가 맛있어요,262.0
2163,오우드,디저트가 맛있어요,323.0
2166,오우드,인테리어가 멋져요,192.0
2167,오우드,매장이 청결해요,118.0
2169,오우드,음료가 맛있어요,122.0
2185,카페노티드 성수,커피가 맛있어요,249.0
2186,카페노티드 성수,디저트가 맛있어요,1978.0
2188,카페노티드 성수,친절해요,536.0
2190,카페노티드 성수,매장이 청결해요,334.0
2194,카페노티드 성수,특별한 메뉴가 있어요,507.0
2208,하루노유키,커피가 맛있어요,47.0
2210,하루노유키,빵이 맛있어요,98.0
2211,하루노유키,친절해요,54.0
2215,하루노유키,음료가 맛있어요,48.0
2217,하루노유키,특별한 메뉴가 있어요,62.0
2231,마크69,커피가 맛있어요,113.0
2232,마크69,디저트가 맛있어요,49.0
2235,마크69,인테리어가 멋져요,103.0
2238,마크69,음료가 맛있어요,52.0
2241,마크69,대화하기 좋아요,46.0
2257,맛차차,친절해요,29.0
2258,맛차차,인테리어가 멋져요,24.0
2260,맛차차,뷰가 좋아요,31.0
2261,맛차차,음료가 맛있어요,40.0
2263,맛차차,특별한 메뉴가 있어요,30.0
2277,아이오쓰리 성수사거리점,커피가 맛있어요,65.0
2280,아이오쓰리 성수사거리점,친절해요,75.0
2281,아이오쓰리 성수사거리점,인테리어가 멋져요,54.0
2282,아이오쓰리 성수사거리점,매장이 청결해요,49.0
2284,아이오쓰리 성수사거리점,음료가 맛있어요,64.0
2300,브라운팟,커피가 맛있어요,191.0
2301,브라운팟,디저트가 맛있어요,189.0
2303,브라운팟,친절해요,90.0
2307,브라운팟,음료가 맛있어요,66.0
2309,브라운팟,특별한 메뉴가 있어요,58.0
2323,플디 성수점,커피가 맛있어요,26.0
2324,플디 성수점,디저트가 맛있어요,68.0
2326,플디 성수점,친절해요,27.0
2330,플디 성수점,음료가 맛있어요,22.0
2332,플디 성수점,특별한 메뉴가 있어요,24.0
2347,카페노티드 피치스,디저트가 맛있어요,954.0
2349,카페노티드 피치스,친절해요,230.0
2350,카페노티드 피치스,인테리어가 멋져요,480.0
2354,카페노티드 피치스,사진이 잘 나와요,244.0
2355,카페노티드 피치스,특별한 메뉴가 있어요,347.0
2392,비엔나커피하우스 서울숲역점,커피가 맛있어요,144.0
2393,비엔나커피하우스 서울숲역점,디저트가 맛있어요,57.0
2395,비엔나커피하우스 서울숲역점,친절해요,49.0
2399,비엔나커피하우스 서울숲역점,음료가 맛있어요,66.0
2402,비엔나커피하우스 서울숲역점,대화하기 좋아요,39.0
2415,훔볼트,커피가 맛있어요,238.0
2416,훔볼트,디저트가 맛있어요,250.0
2419,훔볼트,인테리어가 멋져요,126.0
2420,훔볼트,매장이 청결해요,71.0
2422,훔볼트,음료가 맛있어요,91.0
2438,업사이드커피 뚝섬점,커피가 맛있어요,117.0
2441,업사이드커피 뚝섬점,친절해요,53.0
2443,업사이드커피 뚝섬점,매장이 청결해요,26.0
2445,업사이드커피 뚝섬점,음료가 맛있어요,47.0
2447,업사이드커피 뚝섬점,특별한 메뉴가 있어요,22.0
2461,키커피컴퍼니 왕십리점,커피가 맛있어요,92.0
2462,키커피컴퍼니 왕십리점,디저트가 맛있어요,99.0
2465,키커피컴퍼니 왕십리점,인테리어가 멋져요,41.0
2466,키커피컴퍼니 왕십리점,매장이 청결해요,43.0
2468,키커피컴퍼니 왕십리점,음료가 맛있어요,39.0
2484,카페온화 성수점,커피가 맛있어요,31.0
2485,카페온화 성수점,디저트가 맛있어요,42.0
2489,카페온화 성수점,매장이 청결해요,23.0
2491,카페온화 성수점,음료가 맛있어요,20.0
2499,카페온화 성수점,좌석이 편해요,18.0
2507,오우드,커피가 맛있어요,262.0
2508,오우드,디저트가 맛있어요,323.0
2511,오우드,인테리어가 멋져요,192.0
2512,오우드,매장이 청결해요,118.0
2514,오우드,음료가 맛있어요,122.0
2530,카페노티드 성수,커피가 맛있어요,249.0
2531,카페노티드 성수,디저트가 맛있어요,1978.0
2533,카페노티드 성수,친절해요,536.0
2535,카페노티드 성수,매장이 청결해요,334.0
2539,카페노티드 성수,특별한 메뉴가 있어요,507.0
2553,하루노유키,커피가 맛있어요,47.0
2555,하루노유키,빵이 맛있어요,98.0
2556,하루노유키,친절해요,54.0
2560,하루노유키,음료가 맛있어요,48.0
2562,하루노유키,특별한 메뉴가 있어요,62.0
2576,마크69,커피가 맛있어요,113.0
2577,마크69,디저트가 맛있어요,49.0
2580,마크69,인테리어가 멋져요,103.0
2583,마크69,음료가 맛있어요,52.0
2586,마크69,대화하기 좋아요,46.0
2602,맛차차,친절해요,29.0
2603,맛차차,인테리어가 멋져요,24.0
2605,맛차차,뷰가 좋아요,31.0
2606,맛차차,음료가 맛있어요,40.0
2608,맛차차,특별한 메뉴가 있어요,30.0
2622,아이오쓰리 성수사거리점,커피가 맛있어요,65.0
2625,아이오쓰리 성수사거리점,친절해요,75.0
2626,아이오쓰리 성수사거리점,인테리어가 멋져요,54.0
2627,아이오쓰리 성수사거리점,매장이 청결해요,49.0
2629,아이오쓰리 성수사거리점,음료가 맛있어요,64.0
2645,브라운팟,커피가 맛있어요,191.0
2646,브라운팟,디저트가 맛있어요,189.0
2648,브라운팟,친절해요,90.0
2652,브라운팟,음료가 맛있어요,66.0
2654,브라운팟,특별한 메뉴가 있어요,58.0
2668,플디 성수점,커피가 맛있어요,26.0
2669,플디 성수점,디저트가 맛있어요,68.0
2671,플디 성수점,친절해요,27.0
2675,플디 성수점,음료가 맛있어요,22.0
2677,플디 성수점,특별한 메뉴가 있어요,24.0
2692,카페노티드 피치스,디저트가 맛있어요,954.0
2694,카페노티드 피치스,친절해요,230.0
2695,카페노티드 피치스,인테리어가 멋져요,480.0
2699,카페노티드 피치스,사진이 잘 나와요,244.0
2700,카페노티드 피치스,특별한 메뉴가 있어요,347.0
2737,비엔나커피하우스 서울숲역점,커피가 맛있어요,144.0
2738,비엔나커피하우스 서울숲역점,디저트가 맛있어요,57.0
2740,비엔나커피하우스 서울숲역점,친절해요,49.0
2744,비엔나커피하우스 서울숲역점,음료가 맛있어요,66.0
2747,비엔나커피하우스 서울숲역점,대화하기 좋아요,39.0
